day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
23;0;ASH_COATED_OSMIUM;9987;13;9984;11;;;10003;13;10005;10;;;9995.5;0.0
23;0;INTARIAN_PEPPER_ROOT;35990;9;35989;11;;;36003;11;36006;9;;;35997.0;0.0
23;100;ASH_COATED_OSMIUM;9982;13;9981;27;;;9998;12;10001;11;;;9990.0;0.0
23;100;INTARIAN_PEPPER_ROOT;35995;9;35994;23;;;36008;10;36011;8;;;36001.5;0.0
23;200;ASH_COATED_OSMIUM;9983;9;9982;11;9981;15;9999;7;10001;4;10002;12;9991.5;0.0
23;200;INTARIAN_PEPPER_ROOT;35999;11;35997;11;;;36011;16;36013;17;;;36005.0;0.0
23;300;ASH_COATED_OSMIUM;9983;13;9980;14;9978;2;10004;12;10006;11;10008;13;9994.0;0.0
23;300;INTARIAN_PEPPER_ROOT;35996;11;35995;8;35994;10;36009;10;36012;17;36013;10;36002.5;0.0
23;400;ASH_COATED_OSMIUM;9983;13;9982;10;;;9999;10;10000;10;;;9991.0;0.0
23;400;INTARIAN_PEPPER_ROOT;35993;12;;;;;36005;11;;;;;35999.5;0.0
23;500;ASH_COATED_OSMIUM;9992;11;;;;;10008;14;;;;;10000.0;0.0
23;500;INTARIAN_PEPPER_ROOT;35997;12;35995;9;;;36010;11;36011;9;;;36003.5;0.0
23;600;ASH_COATED_OSMIUM;9986;30;9985;11;;;10002;15;10004;15;;;9994.5;0.0
23;600;INTARIAN_PEPPER_ROOT;35992;10;35989;9;;;36007;9;36008;10;;;36000.0;0.0
23;700;ASH_COATED_OSMIUM;9988;12;9986;12;;;10004;15;10006;12;;;9996.0;0.0
23;700;INTARIAN_PEPPER_ROOT;35991;12;;;;;36005;10;;;;;35998.5;0.0
23;800;ASH_COATED_OSMIUM;9983;13;9982;12;;;9999;12;10001;14;;;9991.0;0.0
23;800;INTARIAN_PEPPER_ROOT;35994;11;;;;;36005;12;;;;;36000.0;0.0
23;900;ASH_COATED_OSMIUM;9982;12;;;;;9998;3;;;;;9990.5;0.0
23;900;INTARIAN_PEPPER_ROOT;35996;8;35993;8;;;36008;10;36010;17;;;36002.0;0.0
23;1000;ASH_COATED_OSMIUM;9989;11;9987;14;;;10000;13;10003;12;;;9994.5;0.0
23;1000;INTARIAN_PEPPER_ROOT;35993;10;;;;;36005;9;;;;;35999.5;0.0
23;1100;ASH_COATED_OSMIUM;9987;10;9986;12;9985;12;10006;15;10009;15;10012;10;9997.0;0.0
23;1100;INTARIAN_PEPPER_ROOT;35993;10;;;;;36007;9;;;;;36000.0;0.0
23;1200;ASH_COATED_OSMIUM;9982;10;9980;10;9979;15;9998;12;10000;14;10002;13;9990.0;0.0
23;1200;INTARIAN_PEPPER_ROOT;35998;9;35996;12;35994;11;36011;19;36014;10;36017;23;36005.0;0.0
23;1300;ASH_COATED_OSMIUM;9984;11;9981;15;;;10000;10;10003;28;;;9992.0;0.0
23;1300;INTARIAN_PEPPER_ROOT;35998;11;35997;12;35994;10;36011;8;36012;12;36013;9;36005.0;0.0
23;1400;ASH_COATED_OSMIUM;9985;24;;;;;10001;14;;;;;9993.5;0.0
23;1400;INTARIAN_PEPPER_ROOT;35996;11;35994;11;35992;8;36009;12;36010;11;36011;9;36002.5;0.0
23;1500;ASH_COATED_OSMIUM;9992;11;9989;14;;;10008;29;10011;12;;;10000.0;0.0
23;1500;INTARIAN_PEPPER_ROOT;35990;10;35987;17;;;36003;9;36006;8;;;35996.5;0.0
23;1600;ASH_COATED_OSMIUM;9989;24;9987;13;9986;12;10005;10;10007;11;10009;23;9997.0;0.0
23;1600;INTARIAN_PEPPER_ROOT;35997;10;35996;9;35994;12;36010;12;36013;11;36015;18;36003.5;0.0
23;1700;ASH_COATED_OSMIUM;9996;28;9993;12;;;10012;11;10014;12;;;10004.0;0.0
23;1700;INTARIAN_PEPPER_ROOT;35998;18;;;;;36010;25;;;;;36004.0;0.0
23;1800;ASH_COATED_OSMIUM;9990;15;;;;;10009;12;;;;;10000.0;0.0
23;1800;INTARIAN_PEPPER_ROOT;35989;9;;;;;36003;11;;;;;35996.5;0.0
23;1900;ASH_COATED_OSMIUM;9985;12;;;;;10006;11;;;;;9995.5;0.0
23;1900;INTARIAN_PEPPER_ROOT;35998;11;35997;15;;;36010;10;36012;12;;;36004.5;0.0
23;2000;ASH_COATED_OSMIUM;9991;11;9988;26;9986;20;10007;20;10009;11;10010;3;9999.5;0.0
23;2000;INTARIAN_PEPPER_ROOT;35995;9;;;;;36007;12;;;;;36001.5;0.0
23;2100;ASH_COATED_OSMIUM;9988;14;9987;10;;;10006;15;10007;20;;;9997.5;0.0
23;2100;INTARIAN_PEPPER_ROOT;35995;12;35992;10;;;36008;11;36010;19;;;36002.0;0.0
23;2200;ASH_COATED_OSMIUM;9987;13;9985;14;;;10008;14;10009;27;;;9998.0;0.0
23;2200;INTARIAN_PEPPER_ROOT;35997;8;;;;;36008;6;;;;;36002.5;0.0
23;2300;ASH_COATED_OSMIUM;9987;12;9986;24;;;10003;8;10005;26;;;9995.0;0.0
23;2300;INTARIAN_PEPPER_ROOT;35994;9;;;;;36009;10;;;;;36002.0;0.0
