day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
5;0;ASH_COATED_OSMIUM;10000;11;9999;14;;;10006;11;10009;11;;;10003.5;0.0
5;0;INTARIAN_PEPPER_ROOT;17990;10;17987;9;17986;9;18007;9;18010;11;18011;8;17998.5;0.0
5;100;ASH_COATED_OSMIUM;9994;10;9993;25;9990;13;10012;15;10014;15;10016;12;10003.0;0.0
5;100;INTARIAN_PEPPER_ROOT;17993;10;17992;10;;;18006;9;18007;15;;;17999.5;0.0
5;200;ASH_COATED_OSMIUM;9993;12;9990;12;;;10003;11;10006;14;;;9998.5;0.0
5;200;INTARIAN_PEPPER_ROOT;17993;12;17992;25;17990;10;18007;12;18010;11;18011;9;18000.5;0.0
5;300;ASH_COATED_OSMIUM;9989;10;9988;11;;;10005;26;10008;10;;;9997.5;0.0
5;300;INTARIAN_PEPPER_ROOT;17993;11;17990;8;;;18005;9;18008;11;;;17999.5;0.0
5;400;ASH_COATED_OSMIUM;9992;11;9989;15;;;10013;12;10014;12;;;10002.5;0.0
5;400;INTARIAN_PEPPER_ROOT;17993;9;17992;10;17989;8;18008;10;18011;8;18014;8;18000.5;0.0
5;500;ASH_COATED_OSMIUM;9997;12;9994;14;9992;12;10007;30;10009;28;10012;13;10002.5;0.0
5;500;INTARIAN_PEPPER_ROOT;17989;8;17987;16;;;18006;11;18009;10;;;17997.5;0.0
5;600;ASH_COATED_OSMIUM;9993;12;;;;;10012;25;;;;;10003.0;0.0
5;600;INTARIAN_PEPPER_ROOT;17999;8;17998;9;17996;10;18011;11;18014;15;18017;19;18005.0;0.0
5;700;ASH_COATED_OSMIUM;9989;12;;;;;10005;11;;;;;9997.5;0.0
5;700;INTARIAN_PEPPER_ROOT;17994;12;17991;11;;;18007;9;18010;12;;;18001.0;0.0
5;800;ASH_COATED_OSMIUM;9994;10;;;;;10010;27;;;;;10002.5;0.0
5;800;INTARIAN_PEPPER_ROOT;17996;11;;;;;18010;9;;;;;18003.5;0.0
5;900;ASH_COATED_OSMIUM;9988;14;9985;15;9984;10;10004;14;10005;11;10006;12;9996.5;0.0
5;900;INTARIAN_PEPPER_ROOT;17996;12;;;;;18010;11;;;;;18003.0;0.0
5;1000;ASH_COATED_OSMIUM;9988;14;;;;;10004;12;;;;;9996.5;0.0
5;1000;INTARIAN_PEPPER_ROOT;17991;9;17988;19;;;18008;12;18009;12;;;17999.5;0.0
5;1100;ASH_COATED_OSMIUM;9994;10;9993;15;;;10010;13;10013;12;;;10002.5;0.0
5;1100;INTARIAN_PEPPER_ROOT;17989;9;17987;10;;;18001;9;18004;12;;;17995.5;0.0
5;1200;ASH_COATED_OSMIUM;9994;14;9991;20;9988;10;10010;13;10011;23;10014;12;10002.0;0.0
5;1200;INTARIAN_PEPPER_ROOT;17994;17;17992;15;;;18009;11;18010;10;;;18002.0;0.0
5;1300;ASH_COATED_OSMIUM;9989;27;9987;15;9986;15;10005;13;10008;11;10010;4;9997.0;0.0
5;1300;INTARIAN_PEPPER_ROOT;17992;10;17989;9;17986;9;18005;19;18007;10;18009;12;17998.5;0.0
5;1400;ASH_COATED_OSMIUM;9992;13;9990;10;;;10011;15;10013;11;;;10002.0;0.0
5;1400;INTARIAN_PEPPER_ROOT;17997;9;17996;10;;;18009;11;18010;12;;;18003.0;0.0
5;1500;ASH_COATED_OSMIUM;9991;14;;;;;10012;14;;;;;10002.0;0.0
5;1500;INTARIAN_PEPPER_ROOT;17995;11;17994;25;17991;11;18007;11;18010;9;18012;10;18001.5;0.0
5;1600;ASH_COATED_OSMIUM;9988;11;9986;14;9983;15;10004;27;10007;12;10008;15;9996.5;0.0
5;1600;INTARIAN_PEPPER_ROOT;17995;12;17994;10;17993;22;18006;10;18008;12;18009;9;18000.5;0.0
5;1700;ASH_COATED_OSMIUM;9994;15;9991;12;;;10010;14;10011;2;;;10002.0;0.0
5;1700;INTARIAN_PEPPER_ROOT;17996;9;17994;10;;;18008;12;18011;9;;;18002.0;0.0
5;1800;ASH_COATED_OSMIUM;9997;13;;;;;10007;4;;;;;10002.0;0.0
5;1800;INTARIAN_PEPPER_ROOT;17999;11;17997;17;17995;8;18012;10;18013;11;18016;11;18005.5;0.0
5;1900;ASH_COATED_OSMIUM;9989;12;9988;15;9985;13;10005;13;10008;13;10010;10;9997.5;0.0
5;1900;INTARIAN_PEPPER_ROOT;17996;12;17994;23;17993;12;18010;11;18011;8;18012;8;18003.0;0.0
5;2000;ASH_COATED_OSMIUM;9994;14;9991;12;9989;12;10010;11;10013;11;10016;11;10002.5;0.0
5;2000;INTARIAN_PEPPER_ROOT;17992;11;;;;;18009;21;;;;;18000.5;0.0
5;2100;ASH_COATED_OSMIUM;9989;11;;;;;10005;13;;;;;9997.0;0.0
5;2100;INTARIAN_PEPPER_ROOT;17992;4;17991;10;17990;10;18010;9;18011;9;18012;9;18001.5;0.0
5;2200;ASH_COATED_OSMIUM;9987;14;;;;;10006;11;;;;;9997.0;0.0
5;2200;INTARIAN_PEPPER_ROOT;17995;20;;;;;18006;10;;;;;18001.0;0.0
5;2300;ASH_COATED_OSMIUM;9994;14;9993;13;;;10010;13;10011;12;;;10002.0;0.0
5;2300;INTARIAN_PEPPER_ROOT;17996;11;17995;24;;;18010;3;18012;12;;;18003.0;0.0
5;2400;ASH_COATED_OSMIUM;9994;14;9993;11;9991;25;10010;15;10012;24;10013;13;10002.5;0.0
5;2400;INTARIAN_PEPPER_ROOT;17996;12;17993;10;;;18009;12;18012;12;;;18002.5;0.0
5;2500;ASH_COATED_OSMIUM;9994;13;;;;;10010;15;;;;;10002.0;0.0
