day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
49;0;ASH_COATED_OSMIUM;9992;12;9989;12;;;10008;12;10011;12;;;10000.5;0.0
49;0;INTARIAN_PEPPER_ROOT;61993;10;;;;;62007;11;;;;;62000.0;0.0
49;100;ASH_COATED_OSMIUM;9995;12;9992;14;;;10014;15;10016;10;;;10005.0;0.0
49;100;INTARIAN_PEPPER_ROOT;61989;8;61986;16;;;62006;9;62009;9;;;61998.0;0.0
49;200;ASH_COATED_OSMIUM;9997;15;;;;;10013;10;;;;;10005.0;0.0
49;200;INTARIAN_PEPPER_ROOT;61993;10;;;;;62006;17;;;;;61999.5;0.0
49;300;ASH_COATED_OSMIUM;9999;10;9996;21;;;10018;11;10020;15;;;10008.5;0.0
49;300;INTARIAN_PEPPER_ROOT;61998;8;61995;6;61994;12;62009;10;62011;9;62013;11;62003.5;0.0
49;400;ASH_COATED_OSMIUM;9998;14;;;;;10017;11;;;;;10008.0;0.0
49;400;INTARIAN_PEPPER_ROOT;61996;5;61993;10;;;62009;9;62010;8;;;62002.5;0.0
49;500;ASH_COATED_OSMIUM;9994;12;;;;;10010;10;;;;;10002.0;0.0
49;500;INTARIAN_PEPPER_ROOT;61992;10;61989;8;;;62006;8;62009;8;;;61999.5;0.0
49;600;ASH_COATED_OSMIUM;9998;11;;;;;10008;14;;;;;10003.0;0.0
49;600;INTARIAN_PEPPER_ROOT;61993;20;;;;;62006;11;;;;;62000.0;0.0
49;700;ASH_COATED_OSMIUM;9998;11;9997;12;;;10007;23;10009;14;;;10002.5;0.0
49;700;INTARIAN_PEPPER_ROOT;61996;10;61995;15;;;62008;17;62010;9;;;62002.0;0.0
49;800;ASH_COATED_OSMIUM;9988;12;9985;13;;;10006;13;10009;12;;;9997.0;0.0
49;800;INTARIAN_PEPPER_ROOT;61996;8;61994;10;;;62013;10;62014;10;;;62005.0;0.0
49;900;ASH_COATED_OSMIUM;9992;5;9991;15;9990;15;10011;4;10012;2;10015;13;10002.0;0.0
49;900;INTARIAN_PEPPER_ROOT;61992;8;;;;;62009;12;;;;;62000.5;0.0
49;1000;ASH_COATED_OSMIUM;9992;12;9990;13;9988;11;10008;12;10010;25;10012;22;10000.0;0.0
49;1000;INTARIAN_PEPPER_ROOT;61994;9;;;;;62009;9;;;;;62002.0;0.0
49;1100;ASH_COATED_OSMIUM;9993;25;9990;30;9988;12;10009;20;10012;12;10013;11;10001.0;0.0
49;1100;INTARIAN_PEPPER_ROOT;61996;11;;;;;62008;11;;;;;62002.0;0.0
49;1200;ASH_COATED_OSMIUM;9995;24;9993;29;9992;13;10014;10;10015;11;10016;15;10005.0;0.0
49;1200;INTARIAN_PEPPER_ROOT;61993;24;61992;9;;;62005;10;62007;10;;;61999.5;0.0
49;1300;ASH_COATED_OSMIUM;9995;11;;;;;10013;15;;;;;10004.5;0.0
49;1300;INTARIAN_PEPPER_ROOT;61997;6;61994;9;61993;21;62013;11;62014;10;62016;12;62005.0;0.0
49;1400;ASH_COATED_OSMIUM;9994;15;9993;14;9992;11;10010;15;10013;10;10015;13;10002.0;0.0
49;1400;INTARIAN_PEPPER_ROOT;61995;10;;;;;62008;8;;;;;62001.5;0.0
49;1500;ASH_COATED_OSMIUM;9999;13;;;;;10015;22;;;;;10007.5;0.0
49;1500;INTARIAN_PEPPER_ROOT;61996;10;61993;22;;;62008;24;62011;11;;;62002.5;0.0
49;1600;ASH_COATED_OSMIUM;9997;20;;;;;10013;2;;;;;10005.0;0.0
49;1600;INTARIAN_PEPPER_ROOT;61993;11;61991;10;;;62009;20;62010;12;;;62001.0;0.0
