day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
12;0;ASH_COATED_OSMIUM;9988;10;;;;;10006;25;;;;;9997.5;0.0
12;0;INTARIAN_PEPPER_ROOT;24993;8;24991;24;24989;15;25006;9;25007;8;25008;8;24999.5;0.0
12;100;ASH_COATED_OSMIUM;9988;14;9987;10;;;10006;13;10008;10;;;9997.5;0.0
12;100;INTARIAN_PEPPER_ROOT;24998;10;24996;20;24993;9;25009;9;25010;11;25011;20;25003.5;0.0
12;200;ASH_COATED_OSMIUM;9995;12;;;;;10011;15;;;;;10003.0;0.0
12;200;INTARIAN_PEPPER_ROOT;24993;18;24992;9;;;25007;11;25008;11;;;25000.0;0.0
12;300;ASH_COATED_OSMIUM;9995;15;9994;11;;;10011;10;10012;12;;;10003.0;0.0
12;300;INTARIAN_PEPPER_ROOT;24995;8;24993;9;24991;9;25006;12;25008;10;25010;10;25000.5;0.0
12;400;ASH_COATED_OSMIUM;9988;15;9986;11;;;10004;11;10005;12;;;9996.5;0.0
12;400;INTARIAN_PEPPER_ROOT;24992;11;24991;12;24988;9;25007;22;25009;9;25012;10;25000.0;0.0
12;500;ASH_COATED_OSMIUM;9988;14;9987;10;9985;30;10004;20;10005;12;10008;14;9996.0;0.0
12;500;INTARIAN_PEPPER_ROOT;24991;11;24990;11;;;25003;9;25005;10;;;24997.5;0.0
12;600;ASH_COATED_OSMIUM;9993;14;;;;;10009;11;;;;;10001.0;0.0
12;600;INTARIAN_PEPPER_ROOT;24993;10;;;;;25007;9;;;;;25000.0;0.0
12;700;ASH_COATED_OSMIUM;9993;27;9991;11;;;10009;12;10011;15;;;10001.5;0.0
12;700;INTARIAN_PEPPER_ROOT;25000;10;24997;8;;;25002;8;25005;12;;;25001.0;0.0
12;800;ASH_COATED_OSMIUM;9993;5;;;;;10009;13;;;;;10001.0;0.0
12;800;INTARIAN_PEPPER_ROOT;24993;11;;;;;25007;8;;;;;25000.0;0.0
12;900;ASH_COATED_OSMIUM;9988;25;9987;27;9984;21;10004;5;10007;13;10009;13;9996.0;0.0
12;900;INTARIAN_PEPPER_ROOT;24991;12;24990;9;;;25008;12;25011;10;;;24999.5;0.0
12;1000;ASH_COATED_OSMIUM;9988;11;;;;;10004;15;;;;;9996.0;0.0
12;1000;INTARIAN_PEPPER_ROOT;24993;8;24992;10;;;25007;12;25008;3;;;25000.5;0.0
12;1100;ASH_COATED_OSMIUM;9988;22;9987;11;;;10004;25;10006;12;;;9996.5;0.0
12;1100;INTARIAN_PEPPER_ROOT;24994;9;24992;12;;;25006;12;25007;8;;;25000.0;0.0
12;1200;ASH_COATED_OSMIUM;9993;10;9991;12;;;10009;15;10012;11;;;10001.5;0.0
12;1200;INTARIAN_PEPPER_ROOT;24995;11;24992;9;24990;10;25008;8;25009;10;25012;12;25001.5;0.0
12;1300;ASH_COATED_OSMIUM;9993;15;;;;;10009;10;;;;;10001.0;0.0
12;1300;INTARIAN_PEPPER_ROOT;24998;9;24996;11;;;25009;12;25010;9;;;25003.5;0.0
12;1400;ASH_COATED_OSMIUM;9992;10;9991;22;9988;25;10011;25;10014;10;10015;10;10001.5;0.0
12;1400;INTARIAN_PEPPER_ROOT;24992;8;;;;;25012;11;;;;;25002.0;0.0
12;1500;ASH_COATED_OSMIUM;9987;10;;;;;10005;15;;;;;9996.5;0.0
12;1500;INTARIAN_PEPPER_ROOT;24994;12;24992;11;;;25011;24;25013;10;;;25003.0;0.0
12;1600;ASH_COATED_OSMIUM;9989;12;9987;10;;;10005;11;10006;15;;;9997.0;0.0
12;1600;INTARIAN_PEPPER_ROOT;24994;8;24992;21;24989;12;25006;15;25007;11;25009;24;25000.0;0.0
12;1700;ASH_COATED_OSMIUM;9989;11;9987;24;;;10005;10;10007;3;;;9997.5;0.0
12;1700;INTARIAN_PEPPER_ROOT;24994;9;24991;10;;;25007;8;25009;8;;;25000.5;0.0
12;1800;ASH_COATED_OSMIUM;9989;10;;;;;10005;3;;;;;9997.5;0.0
12;1800;INTARIAN_PEPPER_ROOT;24994;9;;;;;25007;8;;;;;25000.5;0.0
12;1900;ASH_COATED_OSMIUM;9994;10;;;;;10010;11;;;;;10002.5;0.0
12;1900;INTARIAN_PEPPER_ROOT;24996;9;24993;16;;;25008;11;25011;8;;;25002.0;0.0
12;2000;ASH_COATED_OSMIUM;9993;30;;;;;10012;12;;;;;10002.5;0.0
12;2000;INTARIAN_PEPPER_ROOT;24993;8;;;;;25007;7;;;;;25000.5;0.0
12;2100;ASH_COATED_OSMIUM;9989;14;9988;12;9986;13;10007;10;10008;28;10011;14;9998.0;0.0
12;2100;INTARIAN_PEPPER_ROOT;24996;12;;;;;25009;9;;;;;25003.0;0.0
