day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
17;0;ASH_COATED_OSMIUM;9987;15;;;;;10003;10;;;;;9995.0;0.0
17;0;INTARIAN_PEPPER_ROOT;29994;8;;;;;30006;10;;;;;30000.5;0.0
17;100;ASH_COATED_OSMIUM;9991;24;9989;11;9987;15;10010;20;10011;13;10013;15;10000.5;0.0
17;100;INTARIAN_PEPPER_ROOT;29991;9;;;;;30004;9;;;;;29998.0;0.0
17;200;ASH_COATED_OSMIUM;9985;11;9983;12;9982;13;10004;13;10007;15;10008;12;9995.0;0.0
17;200;INTARIAN_PEPPER_ROOT;29993;10;;;;;30009;12;;;;;30001.0;0.0
17;300;ASH_COATED_OSMIUM;9986;12;9985;13;;;10002;13;10005;13;;;9994.0;0.0
17;300;INTARIAN_PEPPER_ROOT;29997;8;29995;17;;;30009;11;30012;9;;;30003.0;0.0
17;400;ASH_COATED_OSMIUM;9986;13;9985;10;;;10002;24;10003;24;;;9994.0;0.0
17;400;INTARIAN_PEPPER_ROOT;29993;8;29990;8;;;30008;10;30009;9;;;30000.5;0.0
17;500;ASH_COATED_OSMIUM;9984;12;9981;13;;;10003;10;10006;15;;;9994.0;0.0
17;500;INTARIAN_PEPPER_ROOT;29991;9;29988;10;29987;21;30006;15;30008;11;30011;8;29999.0;0.0
17;600;ASH_COATED_OSMIUM;9994;12;9993;11;9991;13;10004;13;10007;13;10010;13;9999.5;0.0
17;600;INTARIAN_PEPPER_ROOT;29996;9;;;;;30010;11;;;;;30003.0;0.0
17;700;ASH_COATED_OSMIUM;9991;15;9988;13;9986;20;10007;10;10008;10;10009;12;9999.0;0.0
17;700;INTARIAN_PEPPER_ROOT;29998;8;29996;9;29994;11;30011;9;30014;10;30017;20;30004.5;0.0
17;800;ASH_COATED_OSMIUM;9985;22;9982;15;9979;12;10001;15;10004;15;10006;11;9993.5;0.0
17;800;INTARIAN_PEPPER_ROOT;29995;11;29993;11;29990;10;30008;10;30010;11;30012;9;30001.5;0.0
17;900;ASH_COATED_OSMIUM;9990;13;9987;10;9986;24;10006;29;10008;20;10010;12;9998.5;0.0
17;900;INTARIAN_PEPPER_ROOT;29995;10;;;;;30007;4;;;;;30001.5;0.0
17;1000;ASH_COATED_OSMIUM;9984;11;9981;5;;;10001;12;10003;10;;;9992.5;0.0
17;1000;INTARIAN_PEPPER_ROOT;29994;9;29991;19;29989;12;30008;11;30010;9;30011;9;30001.0;0.0
17;1100;ASH_COATED_OSMIUM;9989;14;9986;29;9985;27;10007;15;10009;29;10010;15;9998.5;0.0
17;1100;INTARIAN_PEPPER_ROOT;29995;12;29993;16;;;30003;11;30004;10;;;29999.5;0.0
17;1200;ASH_COATED_OSMIUM;9984;26;9982;14;9981;14;10002;11;10005;4;10006;15;9993.5;0.0
17;1200;INTARIAN_PEPPER_ROOT;29999;11;29998;25;29995;11;30011;12;30014;9;30015;12;30005.0;0.0
17;1300;ASH_COATED_OSMIUM;9985;26;;;;;10003;10;;;;;9994.0;0.0
