day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
13;0;ASH_COATED_OSMIUM;9988;15;9987;13;;;10004;14;10007;14;;;9996.5;0.0
13;0;INTARIAN_PEPPER_ROOT;25996;10;;;;;26008;10;;;;;26002.0;0.0
13;100;ASH_COATED_OSMIUM;9994;13;9991;12;;;10010;12;10013;15;;;10002.5;0.0
13;100;INTARIAN_PEPPER_ROOT;25993;10;25990;16;25989;12;26007;8;26008;9;26009;16;26000.5;0.0
13;200;ASH_COATED_OSMIUM;9994;23;9992;10;;;10010;13;10012;10;;;10002.5;0.0
13;200;INTARIAN_PEPPER_ROOT;25996;9;;;;;26007;12;;;;;26002.0;0.0
13;300;ASH_COATED_OSMIUM;9989;5;9987;13;;;10005;15;10007;12;;;9997.0;0.0
13;300;INTARIAN_PEPPER_ROOT;25996;25;25993;10;;;26008;8;26011;8;;;26002.0;0.0
13;400;ASH_COATED_OSMIUM;9987;10;9985;10;9983;11;10005;11;10008;14;10009;10;9996.5;0.0
13;400;INTARIAN_PEPPER_ROOT;25993;10;25991;11;;;26006;8;26009;12;;;26000.0;0.0
13;500;ASH_COATED_OSMIUM;9988;10;9986;15;;;10004;23;10005;13;;;9996.5;0.0
13;500;INTARIAN_PEPPER_ROOT;25997;9;25995;11;;;26008;17;26011;10;;;26003.0;0.0
13;600;ASH_COATED_OSMIUM;9993;13;9990;13;;;10009;10;10012;10;;;10001.5;0.0
13;600;INTARIAN_PEPPER_ROOT;25992;12;25991;11;25988;10;26006;9;26009;9;26010;12;25999.0;0.0
13;700;ASH_COATED_OSMIUM;9988;14;;;;;10004;12;;;;;9996.5;0.0
13;700;INTARIAN_PEPPER_ROOT;25991;8;;;;;26007;10;;;;;25999.0;0.0
13;800;ASH_COATED_OSMIUM;9994;24;9993;10;;;10009;13;10010;20;;;10002.0;0.0
13;800;INTARIAN_PEPPER_ROOT;25995;11;25994;9;;;26008;9;26011;12;;;26001.5;0.0
13;900;ASH_COATED_OSMIUM;9994;14;9993;15;9990;12;10010;10;10011;27;10014;20;10002.5;0.0
13;900;INTARIAN_PEPPER_ROOT;25992;11;25991;8;25988;8;26006;8;26007;10;26009;10;25999.5;0.0
13;1000;ASH_COATED_OSMIUM;9994;12;9991;26;;;10010;13;10013;23;;;10002.0;0.0
13;1000;INTARIAN_PEPPER_ROOT;25993;8;;;;;26008;8;;;;;26000.5;0.0
13;1100;ASH_COATED_OSMIUM;9987;14;;;;;10005;25;;;;;9996.5;0.0
13;1100;INTARIAN_PEPPER_ROOT;25995;10;25994;12;;;26007;10;26008;9;;;26001.0;0.0
13;1200;ASH_COATED_OSMIUM;9993;10;9990;15;;;10009;14;10011;13;;;10001.5;0.0
13;1200;INTARIAN_PEPPER_ROOT;25996;8;25993;9;;;26009;12;26010;9;;;26002.5;0.0
13;1300;ASH_COATED_OSMIUM;9993;11;9992;12;9989;30;10012;10;10013;13;10015;10;10002.5;0.0
