day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
33;0;ASH_COATED_OSMIUM;9978;10;9977;14;9974;21;9994;10;9996;11;9998;10;9986.0;0.0
33;0;INTARIAN_PEPPER_ROOT;45994;10;;;;;46007;15;;;;;46000.5;0.0
33;100;ASH_COATED_OSMIUM;9984;15;;;;;10000;10;;;;;9992.0;0.0
33;100;INTARIAN_PEPPER_ROOT;45996;8;45993;12;;;46008;9;46010;10;;;46002.0;0.0
33;200;ASH_COATED_OSMIUM;9985;10;9984;14;;;10001;12;10002;14;;;9993.0;0.0
33;200;INTARIAN_PEPPER_ROOT;45994;10;;;;;46005;10;;;;;46000.0;0.0
33;300;ASH_COATED_OSMIUM;9987;27;9985;10;;;10003;14;10006;7;;;9995.0;0.0
33;300;INTARIAN_PEPPER_ROOT;45996;9;45994;11;45991;9;46007;12;46010;11;46011;11;46001.5;0.0
33;400;ASH_COATED_OSMIUM;9987;10;9984;13;9981;11;10005;11;10007;10;10009;15;9996.0;0.0
33;400;INTARIAN_PEPPER_ROOT;45992;10;45991;10;;;46004;11;46005;20;;;45998.5;0.0
33;500;ASH_COATED_OSMIUM;9987;2;;;;;10005;26;;;;;9996.5;0.0
33;500;INTARIAN_PEPPER_ROOT;45991;23;;;;;46003;8;;;;;45997.0;0.0
33;600;ASH_COATED_OSMIUM;9983;13;9980;14;;;10001;13;10003;10;;;9992.0;0.0
33;600;INTARIAN_PEPPER_ROOT;45996;8;45995;10;;;46008;10;46011;10;;;46002.0;0.0
33;700;ASH_COATED_OSMIUM;9989;12;9988;15;;;10005;11;10007;15;;;9997.5;0.0
33;700;INTARIAN_PEPPER_ROOT;45993;9;45992;10;;;46004;8;46005;8;;;45999.0;0.0
