day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
38;0;ASH_COATED_OSMIUM;9979;11;9976;15;9973;2;9995;29;9996;11;9998;14;9987.0;0.0
38;0;INTARIAN_PEPPER_ROOT;50995;8;50994;11;;;51008;12;51011;20;;;51002.0;0.0
38;100;ASH_COATED_OSMIUM;9989;10;;;;;10005;29;;;;;9997.0;0.0
38;100;INTARIAN_PEPPER_ROOT;50990;12;50987;8;50985;9;51007;12;51010;10;51012;11;50998.5;0.0
38;200;ASH_COATED_OSMIUM;9992;11;;;;;10008;12;;;;;10000.5;0.0
38;200;INTARIAN_PEPPER_ROOT;50992;17;50990;10;;;51005;11;51007;11;;;50998.5;0.0
38;300;ASH_COATED_OSMIUM;9988;10;9985;12;9983;12;10004;25;10007;24;10009;13;9996.5;0.0
38;300;INTARIAN_PEPPER_ROOT;50991;12;;;;;51007;11;;;;;50999.0;0.0
38;400;ASH_COATED_OSMIUM;9983;12;9981;10;;;9999;24;10001;14;;;9991.0;0.0
38;400;INTARIAN_PEPPER_ROOT;50994;11;50991;12;;;51007;8;51010;9;;;51000.5;0.0
38;500;ASH_COATED_OSMIUM;9983;20;9982;15;9981;12;9999;15;10001;14;10004;11;9991.5;0.0
38;500;INTARIAN_PEPPER_ROOT;50994;12;;;;;51006;9;;;;;51000.5;0.0
38;600;ASH_COATED_OSMIUM;9991;2;9990;13;;;10007;11;10009;11;;;9999.0;0.0
38;600;INTARIAN_PEPPER_ROOT;50999;8;50997;15;;;51011;15;51012;12;;;51005.0;0.0
38;700;ASH_COATED_OSMIUM;9999;15;9996;10;;;10015;10;10018;13;;;10007.5;0.0
38;700;INTARIAN_PEPPER_ROOT;50994;9;50993;8;;;51007;11;51010;9;;;51000.5;0.0
38;800;ASH_COATED_OSMIUM;9999;25;;;;;10020;13;;;;;10009.5;0.0
38;800;INTARIAN_PEPPER_ROOT;50997;10;;;;;51005;8;;;;;51001.0;0.0
38;900;ASH_COATED_OSMIUM;10001;14;;;;;10011;14;;;;;10006.5;0.0
38;900;INTARIAN_PEPPER_ROOT;50996;8;;;;;51007;12;;;;;51002.0;0.0
38;1000;ASH_COATED_OSMIUM;10000;14;;;;;10016;12;;;;;10008.0;0.0
38;1000;INTARIAN_PEPPER_ROOT;50995;8;;;;;51009;11;;;;;51002.5;0.0
38;1100;ASH_COATED_OSMIUM;9996;10;9994;13;;;10012;15;10015;11;;;10004.5;0.0
38;1100;INTARIAN_PEPPER_ROOT;50992;10;;;;;51005;21;;;;;50999.0;0.0
38;1200;ASH_COATED_OSMIUM;9992;13;9989;15;;;10008;11;10009;14;;;10000.5;0.0
38;1200;INTARIAN_PEPPER_ROOT;50991;21;50990;9;50987;20;51004;10;51005;10;51008;9;50998.0;0.0
38;1300;ASH_COATED_OSMIUM;9990;10;9989;12;9988;27;10006;11;10009;10;10010;20;9998.5;0.0
38;1300;INTARIAN_PEPPER_ROOT;50992;8;50989;9;;;51008;9;51010;18;;;51000.5;0.0
38;1400;ASH_COATED_OSMIUM;9996;13;9994;11;;;10012;11;10013;15;;;10004.5;0.0
38;1400;INTARIAN_PEPPER_ROOT;50995;11;50992;9;50990;10;51012;12;51014;10;51015;16;51003.5;0.0
38;1500;ASH_COATED_OSMIUM;9992;13;9991;14;;;10008;15;10010;10;;;10000.0;0.0
38;1500;INTARIAN_PEPPER_ROOT;50994;9;50991;21;50989;18;51011;10;51013;22;51015;10;51002.5;0.0
38;1600;ASH_COATED_OSMIUM;9991;29;9988;14;;;10009;14;10011;21;;;10000.0;0.0
38;1600;INTARIAN_PEPPER_ROOT;50994;9;50991;16;;;51009;8;51012;12;;;51001.5;0.0
38;1700;ASH_COATED_OSMIUM;9991;11;9990;13;9988;11;10009;12;10010;2;10013;12;10000.5;0.0
38;1700;INTARIAN_PEPPER_ROOT;50996;9;50993;12;;;51010;22;51011;8;;;51003.5;0.0
38;1800;ASH_COATED_OSMIUM;9993;12;;;;;10011;11;;;;;10002.5;0.0
38;1800;INTARIAN_PEPPER_ROOT;50996;23;;;;;51009;8;;;;;51003.0;0.0
38;1900;ASH_COATED_OSMIUM;9991;12;9988;12;9987;4;10009;10;10010;25;10012;15;10000.5;0.0
38;1900;INTARIAN_PEPPER_ROOT;50996;12;;;;;51008;9;;;;;51002.0;0.0
38;2000;ASH_COATED_OSMIUM;9990;15;9987;14;;;10011;12;10014;10;;;10001.0;0.0
38;2000;INTARIAN_PEPPER_ROOT;50995;9;50994;9;;;51009;11;51012;12;;;51002.5;0.0
38;2100;ASH_COATED_OSMIUM;9992;20;9991;21;9990;13;10008;2;10009;10;10010;11;10000.0;0.0
38;2100;INTARIAN_PEPPER_ROOT;50995;11;50992;12;50990;10;51009;9;51011;9;51013;24;51002.0;0.0
38;2200;ASH_COATED_OSMIUM;9987;14;9984;10;9982;11;10006;11;10007;13;10009;12;9997.0;0.0
38;2200;INTARIAN_PEPPER_ROOT;50997;24;50996;17;50995;8;51010;11;51013;11;51014;10;51003.5;0.0
38;2300;ASH_COATED_OSMIUM;9990;11;9989;4;9987;13;10006;15;10008;11;10010;11;9998.0;0.0
38;2300;INTARIAN_PEPPER_ROOT;50996;11;;;;;51009;10;;;;;51002.5;0.0
