timestamp;buyer;seller;symbol;currency;price;quantity
81;;;ASH_COATED_OSMIUM;XIRECS;9995.0;4
3740;;;INTARIAN_PEPPER_ROOT;XIRECS;38009.0;7
5671;;;INTARIAN_PEPPER_ROOT;XIRECS;38012.0;6
7109;;;INTARIAN_PEPPER_ROOT;XIRECS;38015.0;5
8240;;;INTARIAN_PEPPER_ROOT;XIRECS;38014.0;3
9671;;;INTARIAN_PEPPER_ROOT;XIRECS;38003.0;5
9926;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
9930;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
11699;;;ASH_COATED_OSMIUM;XIRECS;10016.0;5
13224;;;ASH_COATED_OSMIUM;XIRECS;9994.0;6
14465;;;ASH_COATED_OSMIUM;XIRECS;10004.0;9
15825;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
15854;;;INTARIAN_PEPPER_ROOT;XIRECS;38022.0;6
17101;;;ASH_COATED_OSMIUM;XIRECS;9992.0;9
17472;;;ASH_COATED_OSMIUM;XIRECS;9987.0;4
18969;;;INTARIAN_PEPPER_ROOT;XIRECS;38026.0;8
20532;;;ASH_COATED_OSMIUM;XIRECS;10009.0;6
25484;;;INTARIAN_PEPPER_ROOT;XIRECS;38018.0;7
26424;;;INTARIAN_PEPPER_ROOT;XIRECS;38033.0;3
27411;;;ASH_COATED_OSMIUM;XIRECS;10001.0;5
28344;;;INTARIAN_PEPPER_ROOT;XIRECS;38022.0;7
28598;;;ASH_COATED_OSMIUM;XIRECS;9997.0;8
28794;;;ASH_COATED_OSMIUM;XIRECS;10000.0;7
33612;;;INTARIAN_PEPPER_ROOT;XIRECS;38025.0;5
34404;;;INTARIAN_PEPPER_ROOT;XIRECS;38040.0;7
38874;;;ASH_COATED_OSMIUM;XIRECS;9985.0;4
38960;;;INTARIAN_PEPPER_ROOT;XIRECS;38032.0;6
39299;;;ASH_COATED_OSMIUM;XIRECS;9991.0;4
40090;;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
41983;;;ASH_COATED_OSMIUM;XIRECS;10004.0;6
42463;;;ASH_COATED_OSMIUM;XIRECS;9994.0;3
42773;;;INTARIAN_PEPPER_ROOT;XIRECS;38035.0;5
44167;;;INTARIAN_PEPPER_ROOT;XIRECS;38035.0;3
45457;;;ASH_COATED_OSMIUM;XIRECS;9990.0;10
47395;;;INTARIAN_PEPPER_ROOT;XIRECS;38040.0;3
51777;;;ASH_COATED_OSMIUM;XIRECS;10008.0;4
52205;;;INTARIAN_PEPPER_ROOT;XIRECS;38049.0;3
52370;;;ASH_COATED_OSMIUM;XIRECS;10010.0;2
53588;;;ASH_COATED_OSMIUM;XIRECS;9998.0;3
54133;;;ASH_COATED_OSMIUM;XIRECS;10004.0;9
54708;;;INTARIAN_PEPPER_ROOT;XIRECS;38053.0;6
55355;;;INTARIAN_PEPPER_ROOT;XIRECS;38062.0;6
55447;;;ASH_COATED_OSMIUM;XIRECS;10007.0;5
55597;;;ASH_COATED_OSMIUM;XIRECS;9996.0;3
56782;;;ASH_COATED_OSMIUM;XIRECS;9991.0;9
58801;;;ASH_COATED_OSMIUM;XIRECS;10022.0;10
58944;;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
60086;;;INTARIAN_PEPPER_ROOT;XIRECS;38054.0;6
62380;;;INTARIAN_PEPPER_ROOT;XIRECS;38056.0;3
64794;;;INTARIAN_PEPPER_ROOT;XIRECS;38072.0;6
65292;;;INTARIAN_PEPPER_ROOT;XIRECS;38058.0;4
65530;;;INTARIAN_PEPPER_ROOT;XIRECS;38058.0;6
67305;;;ASH_COATED_OSMIUM;XIRECS;9993.0;2
67679;;;INTARIAN_PEPPER_ROOT;XIRECS;38074.0;3
68304;;;ASH_COATED_OSMIUM;XIRECS;10007.0;8
69877;;;INTARIAN_PEPPER_ROOT;XIRECS;38078.0;5
71337;;;INTARIAN_PEPPER_ROOT;XIRECS;38080.0;3
73997;;;ASH_COATED_OSMIUM;XIRECS;10003.0;8
74783;;;ASH_COATED_OSMIUM;XIRECS;10002.0;6
78430;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
79810;;;ASH_COATED_OSMIUM;XIRECS;9999.0;4
81068;;;INTARIAN_PEPPER_ROOT;XIRECS;38071.0;7
85505;;;INTARIAN_PEPPER_ROOT;XIRECS;38093.0;7
86674;;;INTARIAN_PEPPER_ROOT;XIRECS;38090.0;7
87887;;;INTARIAN_PEPPER_ROOT;XIRECS;38081.0;5
90023;;;ASH_COATED_OSMIUM;XIRECS;10000.0;3
90525;;;ASH_COATED_OSMIUM;XIRECS;9997.0;10
93963;;;ASH_COATED_OSMIUM;XIRECS;10017.0;6
94251;;;INTARIAN_PEPPER_ROOT;XIRECS;38081.0;3
94329;;;INTARIAN_PEPPER_ROOT;XIRECS;38086.0;7
96825;;;ASH_COATED_OSMIUM;XIRECS;10001.0;7
96934;;;INTARIAN_PEPPER_ROOT;XIRECS;38092.0;4
97366;;;ASH_COATED_OSMIUM;XIRECS;9996.0;3
100193;;;ASH_COATED_OSMIUM;XIRECS;10007.0;9
100981;;;ASH_COATED_OSMIUM;XIRECS;10013.0;5
104287;;;INTARIAN_PEPPER_ROOT;XIRECS;38114.0;4
106661;;;INTARIAN_PEPPER_ROOT;XIRECS;38106.0;4
108330;;;INTARIAN_PEPPER_ROOT;XIRECS;38114.0;3
108452;;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
109740;;;INTARIAN_PEPPER_ROOT;XIRECS;38115.0;7
110145;;;INTARIAN_PEPPER_ROOT;XIRECS;38100.0;3
110221;;;ASH_COATED_OSMIUM;XIRECS;9984.0;3
110667;;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
112248;;;ASH_COATED_OSMIUM;XIRECS;10005.0;2
113170;;;ASH_COATED_OSMIUM;XIRECS;9998.0;6
114684;;;ASH_COATED_OSMIUM;XIRECS;10009.0;9
115001;;;ASH_COATED_OSMIUM;XIRECS;10002.0;7
116760;;;INTARIAN_PEPPER_ROOT;XIRECS;38112.0;4
117780;;;ASH_COATED_OSMIUM;XIRECS;10002.0;10
119209;;;ASH_COATED_OSMIUM;XIRECS;9993.0;4
120579;;;INTARIAN_PEPPER_ROOT;XIRECS;38126.0;4
122514;;;ASH_COATED_OSMIUM;XIRECS;10007.0;5
122914;;;INTARIAN_PEPPER_ROOT;XIRECS;38127.0;3
123037;;;INTARIAN_PEPPER_ROOT;XIRECS;38117.0;5
124309;;;ASH_COATED_OSMIUM;XIRECS;9997.0;6
124349;;;ASH_COATED_OSMIUM;XIRECS;9997.0;4
126436;;;ASH_COATED_OSMIUM;XIRECS;10008.0;9
126923;;;ASH_COATED_OSMIUM;XIRECS;9993.0;2
128057;;;INTARIAN_PEPPER_ROOT;XIRECS;38134.0;6
128233;;;ASH_COATED_OSMIUM;XIRECS;10009.0;4
129420;;;ASH_COATED_OSMIUM;XIRECS;10006.0;5
130508;;;ASH_COATED_OSMIUM;XIRECS;10002.0;3
130516;;;ASH_COATED_OSMIUM;XIRECS;9986.0;5
132060;;;INTARIAN_PEPPER_ROOT;XIRECS;38136.0;7
132127;;;ASH_COATED_OSMIUM;XIRECS;10006.0;6
132531;;;INTARIAN_PEPPER_ROOT;XIRECS;38132.0;3
134419;;;ASH_COATED_OSMIUM;XIRECS;9999.0;3
134596;;;ASH_COATED_OSMIUM;XIRECS;10005.0;2
134895;;;ASH_COATED_OSMIUM;XIRECS;9995.0;10
134978;;;INTARIAN_PEPPER_ROOT;XIRECS;38123.0;6
142904;;;ASH_COATED_OSMIUM;XIRECS;9991.0;6
143637;;;ASH_COATED_OSMIUM;XIRECS;9992.0;4
143816;;;INTARIAN_PEPPER_ROOT;XIRECS;38141.0;7
153956;;;INTARIAN_PEPPER_ROOT;XIRECS;38143.0;5
154329;;;ASH_COATED_OSMIUM;XIRECS;9997.0;3
154552;;;INTARIAN_PEPPER_ROOT;XIRECS;38147.0;5
155333;;;INTARIAN_PEPPER_ROOT;XIRECS;38161.0;6
155729;;;INTARIAN_PEPPER_ROOT;XIRECS;38150.0;8
156715;;;INTARIAN_PEPPER_ROOT;XIRECS;38162.0;3
158694;;;ASH_COATED_OSMIUM;XIRECS;9987.0;3
159105;;;INTARIAN_PEPPER_ROOT;XIRECS;38154.0;8
159556;;;INTARIAN_PEPPER_ROOT;XIRECS;38167.0;4
159989;;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
161203;;;INTARIAN_PEPPER_ROOT;XIRECS;38154.0;6
161754;;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
164941;;;ASH_COATED_OSMIUM;XIRECS;9999.0;2
165646;;;INTARIAN_PEPPER_ROOT;XIRECS;38163.0;3
166664;;;ASH_COATED_OSMIUM;XIRECS;10000.0;8
166717;;;INTARIAN_PEPPER_ROOT;XIRECS;38171.0;3
167986;;;INTARIAN_PEPPER_ROOT;XIRECS;38175.0;4
168949;;;INTARIAN_PEPPER_ROOT;XIRECS;38158.0;3
170879;;;ASH_COATED_OSMIUM;XIRECS;10008.0;9
171637;;;ASH_COATED_OSMIUM;XIRECS;9983.0;3
171811;;;ASH_COATED_OSMIUM;XIRECS;9984.0;8
173381;;;ASH_COATED_OSMIUM;XIRECS;10006.0;6
174316;;;INTARIAN_PEPPER_ROOT;XIRECS;38180.0;7
175438;;;INTARIAN_PEPPER_ROOT;XIRECS;38168.0;3
179379;;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
180669;;;ASH_COATED_OSMIUM;XIRECS;10006.0;9
180998;;;ASH_COATED_OSMIUM;XIRECS;10002.0;3
181168;;;INTARIAN_PEPPER_ROOT;XIRECS;38177.0;7
182499;;;ASH_COATED_OSMIUM;XIRECS;10015.0;6
184406;;;ASH_COATED_OSMIUM;XIRECS;9980.0;6
185257;;;INTARIAN_PEPPER_ROOT;XIRECS;38189.0;5
185624;;;INTARIAN_PEPPER_ROOT;XIRECS;38178.0;7
186827;;;ASH_COATED_OSMIUM;XIRECS;10000.0;2
189748;;;INTARIAN_PEPPER_ROOT;XIRECS;38195.0;5
189931;;;ASH_COATED_OSMIUM;XIRECS;9991.0;3
190245;;;INTARIAN_PEPPER_ROOT;XIRECS;38187.0;4
191695;;;INTARIAN_PEPPER_ROOT;XIRECS;38187.0;6
194044;;;INTARIAN_PEPPER_ROOT;XIRECS;38201.0;6
196593;;;ASH_COATED_OSMIUM;XIRECS;9982.0;4
197357;;;INTARIAN_PEPPER_ROOT;XIRECS;38205.0;5
200629;;;INTARIAN_PEPPER_ROOT;XIRECS;38210.0;7
206288;;;ASH_COATED_OSMIUM;XIRECS;10014.0;7
207390;;;ASH_COATED_OSMIUM;XIRECS;10011.0;3
209575;;;INTARIAN_PEPPER_ROOT;XIRECS;38206.0;3
209675;;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
210213;;;ASH_COATED_OSMIUM;XIRECS;10007.0;2
210776;;;ASH_COATED_OSMIUM;XIRECS;9995.0;4
211926;;;ASH_COATED_OSMIUM;XIRECS;9989.0;2
212762;;;INTARIAN_PEPPER_ROOT;XIRECS;38205.0;4
214870;;;ASH_COATED_OSMIUM;XIRECS;10011.0;6
215277;;;INTARIAN_PEPPER_ROOT;XIRECS;38223.0;7
219395;;;INTARIAN_PEPPER_ROOT;XIRECS;38221.0;8
219932;;;INTARIAN_PEPPER_ROOT;XIRECS;38212.0;8
220129;;;ASH_COATED_OSMIUM;XIRECS;10013.0;4
221133;;;ASH_COATED_OSMIUM;XIRECS;10003.0;6
223291;;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
225164;;;INTARIAN_PEPPER_ROOT;XIRECS;38221.0;4
225731;;;ASH_COATED_OSMIUM;XIRECS;10003.0;4
227215;;;ASH_COATED_OSMIUM;XIRECS;10009.0;3
227415;;;ASH_COATED_OSMIUM;XIRECS;10010.0;5
227747;;;INTARIAN_PEPPER_ROOT;XIRECS;38234.0;7
227803;;;ASH_COATED_OSMIUM;XIRECS;9999.0;6
235810;;;ASH_COATED_OSMIUM;XIRECS;10005.0;3
236672;;;INTARIAN_PEPPER_ROOT;XIRECS;38240.0;6
237842;;;ASH_COATED_OSMIUM;XIRECS;10017.0;6
239178;;;ASH_COATED_OSMIUM;XIRECS;10015.0;4
240881;;;INTARIAN_PEPPER_ROOT;XIRECS;38247.0;6
241037;;;ASH_COATED_OSMIUM;XIRECS;9993.0;3
241469;;;INTARIAN_PEPPER_ROOT;XIRECS;38238.0;8
247012;;;INTARIAN_PEPPER_ROOT;XIRECS;38255.0;6
250423;;;ASH_COATED_OSMIUM;XIRECS;9999.0;3
251007;;;ASH_COATED_OSMIUM;XIRECS;10013.0;7
253818;;;INTARIAN_PEPPER_ROOT;XIRECS;38255.0;4
255320;;;ASH_COATED_OSMIUM;XIRECS;10001.0;2
255420;;;ASH_COATED_OSMIUM;XIRECS;9983.0;4
256700;;;INTARIAN_PEPPER_ROOT;XIRECS;38249.0;6
260463;;;INTARIAN_PEPPER_ROOT;XIRECS;38266.0;6
262403;;;ASH_COATED_OSMIUM;XIRECS;10006.0;5
