timestamp;buyer;seller;symbol;currency;price;quantity
240;;;INTARIAN_PEPPER_ROOT;XIRECS;26994.0;7
2014;;;ASH_COATED_OSMIUM;XIRECS;10001.0;3
2894;;;ASH_COATED_OSMIUM;XIRECS;10006.0;9
6941;;;ASH_COATED_OSMIUM;XIRECS;10009.0;8
8814;;;INTARIAN_PEPPER_ROOT;XIRECS;27000.0;6
9106;;;ASH_COATED_OSMIUM;XIRECS;9988.0;6
9749;;;ASH_COATED_OSMIUM;XIRECS;10004.0;8
9888;;;INTARIAN_PEPPER_ROOT;XIRECS;27016.0;3
9973;;;ASH_COATED_OSMIUM;XIRECS;9989.0;4
9997;;;INTARIAN_PEPPER_ROOT;XIRECS;27015.0;4
10493;;;INTARIAN_PEPPER_ROOT;XIRECS;26999.0;6
11515;;;INTARIAN_PEPPER_ROOT;XIRECS;27006.0;7
12028;;;ASH_COATED_OSMIUM;XIRECS;9989.0;9
12207;;;ASH_COATED_OSMIUM;XIRECS;9985.0;9
13041;;;INTARIAN_PEPPER_ROOT;XIRECS;27003.0;7
13096;;;ASH_COATED_OSMIUM;XIRECS;9990.0;5
14355;;;ASH_COATED_OSMIUM;XIRECS;10002.0;4
14490;;;ASH_COATED_OSMIUM;XIRECS;10002.0;6
15264;;;ASH_COATED_OSMIUM;XIRECS;10005.0;5
16451;;;ASH_COATED_OSMIUM;XIRECS;10003.0;6
16863;;;ASH_COATED_OSMIUM;XIRECS;9989.0;4
17813;;;INTARIAN_PEPPER_ROOT;XIRECS;27007.0;4
18289;;;ASH_COATED_OSMIUM;XIRECS;10000.0;4
19776;;;INTARIAN_PEPPER_ROOT;XIRECS;27014.0;6
20173;;;INTARIAN_PEPPER_ROOT;XIRECS;27031.0;3
20238;;;ASH_COATED_OSMIUM;XIRECS;10001.0;10
23247;;;ASH_COATED_OSMIUM;XIRECS;9987.0;7
26383;;;INTARIAN_PEPPER_ROOT;XIRECS;27028.0;6
27221;;;INTARIAN_PEPPER_ROOT;XIRECS;27016.0;7
27945;;;ASH_COATED_OSMIUM;XIRECS;9997.0;5
28039;;;ASH_COATED_OSMIUM;XIRECS;10009.0;3
28158;;;INTARIAN_PEPPER_ROOT;XIRECS;27023.0;7
30316;;;ASH_COATED_OSMIUM;XIRECS;9999.0;4
30572;;;INTARIAN_PEPPER_ROOT;XIRECS;27041.0;5
31243;;;ASH_COATED_OSMIUM;XIRECS;10009.0;6
33383;;;ASH_COATED_OSMIUM;XIRECS;10006.0;10
33600;;;INTARIAN_PEPPER_ROOT;XIRECS;27041.0;4
34008;;;ASH_COATED_OSMIUM;XIRECS;10006.0;4
35683;;;ASH_COATED_OSMIUM;XIRECS;9984.0;2
36602;;;ASH_COATED_OSMIUM;XIRECS;9992.0;3
36751;;;INTARIAN_PEPPER_ROOT;XIRECS;27043.0;6
42299;;;ASH_COATED_OSMIUM;XIRECS;9991.0;9
42685;;;ASH_COATED_OSMIUM;XIRECS;9985.0;2
42756;;;ASH_COATED_OSMIUM;XIRECS;10005.0;5
43476;;;ASH_COATED_OSMIUM;XIRECS;10003.0;4
44539;;;ASH_COATED_OSMIUM;XIRECS;10008.0;7
44682;;;INTARIAN_PEPPER_ROOT;XIRECS;27043.0;8
45821;;;ASH_COATED_OSMIUM;XIRECS;9987.0;3
45985;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
46929;;;INTARIAN_PEPPER_ROOT;XIRECS;27053.0;8
50312;;;ASH_COATED_OSMIUM;XIRECS;10004.0;2
51358;;;INTARIAN_PEPPER_ROOT;XIRECS;27046.0;5
52501;;;INTARIAN_PEPPER_ROOT;XIRECS;27062.0;3
55640;;;ASH_COATED_OSMIUM;XIRECS;10008.0;6
56724;;;ASH_COATED_OSMIUM;XIRECS;10003.0;9
57872;;;ASH_COATED_OSMIUM;XIRECS;9985.0;4
59257;;;ASH_COATED_OSMIUM;XIRECS;10008.0;8
60446;;;ASH_COATED_OSMIUM;XIRECS;10002.0;5
61362;;;ASH_COATED_OSMIUM;XIRECS;10009.0;9
65908;;;INTARIAN_PEPPER_ROOT;XIRECS;27073.0;6
66928;;;INTARIAN_PEPPER_ROOT;XIRECS;27056.0;8
67569;;;ASH_COATED_OSMIUM;XIRECS;10003.0;4
68338;;;INTARIAN_PEPPER_ROOT;XIRECS;27078.0;3
68688;;;ASH_COATED_OSMIUM;XIRECS;9985.0;3
68853;;;ASH_COATED_OSMIUM;XIRECS;10002.0;3
72414;;;INTARIAN_PEPPER_ROOT;XIRECS;27071.0;6
73755;;;INTARIAN_PEPPER_ROOT;XIRECS;27079.0;3
73973;;;INTARIAN_PEPPER_ROOT;XIRECS;27077.0;3
74659;;;ASH_COATED_OSMIUM;XIRECS;10004.0;6
74705;;;INTARIAN_PEPPER_ROOT;XIRECS;27066.0;5
75172;;;ASH_COATED_OSMIUM;XIRECS;9995.0;9
76596;;;INTARIAN_PEPPER_ROOT;XIRECS;27081.0;7
77042;;;INTARIAN_PEPPER_ROOT;XIRECS;27070.0;6
78568;;;INTARIAN_PEPPER_ROOT;XIRECS;27076.0;6
79611;;;INTARIAN_PEPPER_ROOT;XIRECS;27072.0;6
79840;;;INTARIAN_PEPPER_ROOT;XIRECS;27086.0;3
83773;;;ASH_COATED_OSMIUM;XIRECS;9993.0;6
85126;;;ASH_COATED_OSMIUM;XIRECS;10014.0;5
86184;;;INTARIAN_PEPPER_ROOT;XIRECS;27090.0;3
88957;;;ASH_COATED_OSMIUM;XIRECS;10012.0;7
89416;;;INTARIAN_PEPPER_ROOT;XIRECS;27085.0;6
91851;;;ASH_COATED_OSMIUM;XIRECS;10013.0;7
95053;;;ASH_COATED_OSMIUM;XIRECS;9995.0;4
95912;;;ASH_COATED_OSMIUM;XIRECS;9998.0;4
98095;;;INTARIAN_PEPPER_ROOT;XIRECS;27089.0;3
99456;;;ASH_COATED_OSMIUM;XIRECS;10013.0;3
100723;;;ASH_COATED_OSMIUM;XIRECS;9988.0;3
100908;;;ASH_COATED_OSMIUM;XIRECS;9989.0;2
101120;;;INTARIAN_PEPPER_ROOT;XIRECS;27095.0;3
104074;;;INTARIAN_PEPPER_ROOT;XIRECS;27111.0;3
105842;;;INTARIAN_PEPPER_ROOT;XIRECS;27101.0;6
105916;;;INTARIAN_PEPPER_ROOT;XIRECS;27111.0;7
107229;;;ASH_COATED_OSMIUM;XIRECS;10010.0;9
108994;;;INTARIAN_PEPPER_ROOT;XIRECS;27101.0;5
109487;;;INTARIAN_PEPPER_ROOT;XIRECS;27109.0;7
113287;;;ASH_COATED_OSMIUM;XIRECS;10011.0;5
114839;;;ASH_COATED_OSMIUM;XIRECS;10001.0;4
115503;;;ASH_COATED_OSMIUM;XIRECS;10015.0;6
115596;;;ASH_COATED_OSMIUM;XIRECS;10015.0;5
116513;;;ASH_COATED_OSMIUM;XIRECS;10012.0;6
118306;;;ASH_COATED_OSMIUM;XIRECS;10015.0;9
120195;;;INTARIAN_PEPPER_ROOT;XIRECS;27132.0;3
120827;;;ASH_COATED_OSMIUM;XIRECS;10012.0;4
121574;;;ASH_COATED_OSMIUM;XIRECS;10011.0;8
121928;;;ASH_COATED_OSMIUM;XIRECS;10015.0;5
122321;;;INTARIAN_PEPPER_ROOT;XIRECS;27118.0;6
122781;;;INTARIAN_PEPPER_ROOT;XIRECS;27109.0;3
124027;;;ASH_COATED_OSMIUM;XIRECS;10016.0;6
124930;;;INTARIAN_PEPPER_ROOT;XIRECS;27114.0;3
125154;;;INTARIAN_PEPPER_ROOT;XIRECS;27131.0;3
