timestamp;buyer;seller;symbol;currency;price;quantity
754;;;ASH_COATED_OSMIUM;XIRECS;9991.0;10
955;;;INTARIAN_PEPPER_ROOT;XIRECS;53007.0;5
1857;;;ASH_COATED_OSMIUM;XIRECS;9996.0;3
2770;;;INTARIAN_PEPPER_ROOT;XIRECS;53008.0;7
2905;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
3759;;;INTARIAN_PEPPER_ROOT;XIRECS;52998.0;6
5966;;;INTARIAN_PEPPER_ROOT;XIRECS;53000.0;4
6384;;;ASH_COATED_OSMIUM;XIRECS;9999.0;4
7029;;;INTARIAN_PEPPER_ROOT;XIRECS;53013.0;3
7308;;;ASH_COATED_OSMIUM;XIRECS;10000.0;8
8377;;;INTARIAN_PEPPER_ROOT;XIRECS;53013.0;4
8897;;;ASH_COATED_OSMIUM;XIRECS;10000.0;6
12556;;;ASH_COATED_OSMIUM;XIRECS;9994.0;6
15278;;;INTARIAN_PEPPER_ROOT;XIRECS;53018.0;6
15432;;;ASH_COATED_OSMIUM;XIRECS;9993.0;4
15885;;;INTARIAN_PEPPER_ROOT;XIRECS;53010.0;5
16875;;;INTARIAN_PEPPER_ROOT;XIRECS;53024.0;7
16921;;;ASH_COATED_OSMIUM;XIRECS;10013.0;6
19012;;;ASH_COATED_OSMIUM;XIRECS;9992.0;10
19533;;;ASH_COATED_OSMIUM;XIRECS;9997.0;3
19913;;;ASH_COATED_OSMIUM;XIRECS;10003.0;7
20617;;;ASH_COATED_OSMIUM;XIRECS;9996.0;3
21968;;;ASH_COATED_OSMIUM;XIRECS;9995.0;5
22788;;;INTARIAN_PEPPER_ROOT;XIRECS;53016.0;3
24008;;;INTARIAN_PEPPER_ROOT;XIRECS;53032.0;3
24020;;;INTARIAN_PEPPER_ROOT;XIRECS;53032.0;7
24262;;;INTARIAN_PEPPER_ROOT;XIRECS;53031.0;6
25507;;;INTARIAN_PEPPER_ROOT;XIRECS;53022.0;6
27527;;;INTARIAN_PEPPER_ROOT;XIRECS;53020.0;7
28903;;;ASH_COATED_OSMIUM;XIRECS;9996.0;5
31126;;;INTARIAN_PEPPER_ROOT;XIRECS;53022.0;5
31662;;;ASH_COATED_OSMIUM;XIRECS;10002.0;7
34934;;;ASH_COATED_OSMIUM;XIRECS;9990.0;2
39667;;;ASH_COATED_OSMIUM;XIRECS;10006.0;6
41476;;;ASH_COATED_OSMIUM;XIRECS;10001.0;8
42130;;;INTARIAN_PEPPER_ROOT;XIRECS;53040.0;4
42549;;;ASH_COATED_OSMIUM;XIRECS;9994.0;2
42693;;;ASH_COATED_OSMIUM;XIRECS;9993.0;5
43515;;;ASH_COATED_OSMIUM;XIRECS;10006.0;5
45139;;;ASH_COATED_OSMIUM;XIRECS;9996.0;6
