day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
45;0;ASH_COATED_OSMIUM;9998;11;9997;11;;;10014;10;10016;2;;;10006.5;0.0
45;0;INTARIAN_PEPPER_ROOT;57990;8;57988;8;57987;9;58003;9;58004;9;58007;9;57997.0;0.0
45;100;ASH_COATED_OSMIUM;9996;29;9995;10;;;10012;5;10013;15;;;10004.5;0.0
45;100;INTARIAN_PEPPER_ROOT;57994;21;57991;12;57988;12;58005;11;58006;21;58008;12;58000.0;0.0
45;200;ASH_COATED_OSMIUM;9996;11;;;;;10012;13;;;;;10004.5;0.0
45;200;INTARIAN_PEPPER_ROOT;57992;21;57991;11;57990;15;58007;8;58008;8;58011;12;57999.5;0.0
45;300;ASH_COATED_OSMIUM;9995;11;9992;12;;;10011;13;10014;15;;;10003.0;0.0
45;300;INTARIAN_PEPPER_ROOT;57993;11;57992;11;;;58005;24;58006;10;;;57999.5;0.0
45;400;ASH_COATED_OSMIUM;9989;14;9987;25;;;10005;10;10007;13;;;9997.5;0.0
45;400;INTARIAN_PEPPER_ROOT;57994;8;;;;;58008;18;;;;;58001.0;0.0
45;500;ASH_COATED_OSMIUM;9990;23;;;;;10008;11;;;;;9999.5;0.0
45;500;INTARIAN_PEPPER_ROOT;57991;11;;;;;58008;8;;;;;58000.0;0.0
45;600;ASH_COATED_OSMIUM;9992;15;9990;13;9989;14;10011;15;10014;4;10015;14;10001.5;0.0
45;600;INTARIAN_PEPPER_ROOT;57992;20;57991;12;;;58006;9;58009;11;;;57999.5;0.0
45;700;ASH_COATED_OSMIUM;9990;12;9988;15;9987;14;10006;11;10009;10;10011;12;9998.5;0.0
45;700;INTARIAN_PEPPER_ROOT;57994;11;;;;;58007;11;;;;;58000.5;0.0
45;800;ASH_COATED_OSMIUM;9995;10;;;;;10011;5;;;;;10003.5;0.0
45;800;INTARIAN_PEPPER_ROOT;57991;8;57989;8;;;58005;11;58006;10;;;57998.0;0.0
45;900;ASH_COATED_OSMIUM;9989;3;9987;11;;;10008;13;10011;12;;;9999.0;0.0
45;900;INTARIAN_PEPPER_ROOT;57998;9;57995;10;;;58012;9;58015;12;;;58005.0;0.0
45;1000;ASH_COATED_OSMIUM;9992;10;9990;10;;;10013;10;10014;10;;;10002.5;0.0
45;1000;INTARIAN_PEPPER_ROOT;57997;12;57996;8;57993;11;58008;12;58009;8;58012;19;58002.5;0.0
45;1100;ASH_COATED_OSMIUM;9995;10;9993;13;;;10011;27;10013;10;;;10003.0;0.0
45;1100;INTARIAN_PEPPER_ROOT;57996;11;;;;;58009;12;;;;;58003.0;0.0
45;1200;ASH_COATED_OSMIUM;9997;12;9996;12;;;10008;23;10009;26;;;10002.5;0.0
45;1200;INTARIAN_PEPPER_ROOT;57996;10;57993;23;;;58007;9;58008;8;;;58002.0;0.0
45;1300;ASH_COATED_OSMIUM;9989;11;9986;14;9983;12;10007;27;10009;15;10010;26;9998.5;0.0
45;1300;INTARIAN_PEPPER_ROOT;57994;10;57991;9;;;58005;12;58008;8;;;57999.5;0.0
45;1400;ASH_COATED_OSMIUM;9988;26;9985;15;9984;14;10006;12;10009;11;10011;14;9997.0;0.0
45;1400;INTARIAN_PEPPER_ROOT;57994;8;57992;17;57991;8;58008;8;58011;8;58014;15;58001.0;0.0
45;1500;ASH_COATED_OSMIUM;9984;11;9982;14;9980;2;10000;10;10003;13;10006;13;9992.5;0.0
45;1500;INTARIAN_PEPPER_ROOT;57991;8;;;;;58007;9;;;;;57999.0;0.0
45;1600;ASH_COATED_OSMIUM;9988;12;9986;13;;;10007;4;10009;21;;;9997.5;0.0
45;1600;INTARIAN_PEPPER_ROOT;57994;11;;;;;58008;19;;;;;58001.0;0.0
45;1700;ASH_COATED_OSMIUM;9987;10;9986;14;;;10003;15;10005;11;;;9995.0;0.0
45;1700;INTARIAN_PEPPER_ROOT;57996;9;57994;12;57991;25;58010;9;58012;11;58013;10;58003.0;0.0
45;1800;ASH_COATED_OSMIUM;9989;27;9986;14;;;10005;11;10007;14;;;9997.5;0.0
45;1800;INTARIAN_PEPPER_ROOT;58001;12;57999;9;;;58004;12;58006;18;;;58002.5;0.0
45;1900;ASH_COATED_OSMIUM;9989;13;;;;;10005;12;;;;;9997.0;0.0
45;1900;INTARIAN_PEPPER_ROOT;58000;8;57998;12;;;58012;12;58015;8;;;58006.0;0.0
45;2000;ASH_COATED_OSMIUM;9990;13;;;;;10009;13;;;;;10000.0;0.0
45;2000;INTARIAN_PEPPER_ROOT;57998;16;57996;9;;;58010;12;58012;12;;;58004.5;0.0
45;2100;ASH_COATED_OSMIUM;9992;12;;;;;10008;11;;;;;10000.5;0.0
45;2100;INTARIAN_PEPPER_ROOT;57995;8;57994;25;57991;12;58008;17;58010;9;58011;9;58001.5;0.0
45;2200;ASH_COATED_OSMIUM;9992;22;;;;;10011;14;;;;;10001.5;0.0
45;2200;INTARIAN_PEPPER_ROOT;57996;12;;;;;58008;11;;;;;58002.5;0.0
45;2300;ASH_COATED_OSMIUM;9989;11;;;;;10008;22;;;;;9998.5;0.0
45;2300;INTARIAN_PEPPER_ROOT;57994;11;;;;;58007;8;;;;;58000.5;0.0
45;2400;ASH_COATED_OSMIUM;9990;14;9989;29;9987;15;10009;24;10012;24;10013;14;9999.5;0.0
45;2400;INTARIAN_PEPPER_ROOT;57996;10;;;;;58009;5;;;;;58003.0;0.0
45;2500;ASH_COATED_OSMIUM;9989;10;9986;15;9985;6;10008;14;10010;14;10012;28;9998.5;0.0
45;2500;INTARIAN_PEPPER_ROOT;57995;10;57992;10;;;58009;17;58012;9;;;58002.5;0.0
45;2600;ASH_COATED_OSMIUM;9993;4;9990;14;;;10009;15;10011;11;;;10001.5;0.0
45;2600;INTARIAN_PEPPER_ROOT;57999;11;57998;9;57995;11;58012;11;58014;11;58015;10;58006.0;0.0
45;2700;ASH_COATED_OSMIUM;9993;12;9991;13;;;10011;15;10013;14;;;10002.0;0.0
45;2700;INTARIAN_PEPPER_ROOT;57998;12;57996;9;57995;10;58013;8;58014;25;58016;8;58005.5;0.0
45;2800;ASH_COATED_OSMIUM;9995;15;9992;10;;;10011;13;10012;15;;;10003.0;0.0
45;2800;INTARIAN_PEPPER_ROOT;57998;12;57997;11;;;58010;12;58013;9;;;58004.0;0.0
45;2900;ASH_COATED_OSMIUM;9998;10;9996;5;9994;10;10014;15;10015;20;10018;28;10006.5;0.0
45;2900;INTARIAN_PEPPER_ROOT;57995;12;;;;;58007;8;;;;;58001.5;0.0
45;3000;ASH_COATED_OSMIUM;9998;10;9995;13;9994;12;10014;10;10016;14;10018;14;10006.0;0.0
45;3000;INTARIAN_PEPPER_ROOT;57998;10;57997;18;;;58010;11;58011;12;;;58004.0;0.0
45;3100;ASH_COATED_OSMIUM;10000;10;9998;14;;;10006;12;10009;11;;;10003.5;0.0
45;3100;INTARIAN_PEPPER_ROOT;57992;8;57990;11;;;58004;10;58005;10;;;57998.5;0.0
45;3200;ASH_COATED_OSMIUM;9993;15;;;;;10009;15;;;;;10001.5;0.0
45;3200;INTARIAN_PEPPER_ROOT;57995;12;57994;11;;;58011;11;58014;11;;;58003.5;0.0
45;3300;ASH_COATED_OSMIUM;9996;15;;;;;10012;15;;;;;10004.5;0.0
45;3300;INTARIAN_PEPPER_ROOT;58000;11;57999;8;57996;9;58013;10;58015;10;58017;8;58006.5;0.0
45;3400;ASH_COATED_OSMIUM;10000;13;9998;4;;;10012;10;10015;14;;;10006.0;0.0
45;3400;INTARIAN_PEPPER_ROOT;57994;8;57993;8;;;58007;12;58008;17;;;58001.0;0.0
45;3500;ASH_COATED_OSMIUM;9991;12;;;;;10007;11;;;;;9999.5;0.0
45;3500;INTARIAN_PEPPER_ROOT;57998;11;57995;8;57992;10;58009;8;58010;15;58011;8;58004.0;0.0
45;3600;ASH_COATED_OSMIUM;9987;13;9984;23;;;10003;5;10006;14;;;9995.5;0.0
45;3600;INTARIAN_PEPPER_ROOT;57996;8;;;;;58007;9;;;;;58001.5;0.0
45;3700;ASH_COATED_OSMIUM;9982;15;9980;10;;;9998;26;10000;12;;;9990.5;0.0
45;3700;INTARIAN_PEPPER_ROOT;57999;9;57998;12;;;58013;9;58015;8;;;58006.0;0.0
45;3800;ASH_COATED_OSMIUM;9980;14;9979;26;9978;12;9996;12;9999;15;10000;24;9988.0;0.0
45;3800;INTARIAN_PEPPER_ROOT;57998;8;57995;10;57994;8;58011;11;58013;11;58014;12;58004.5;0.0
45;3900;ASH_COATED_OSMIUM;9976;12;;;;;9992;12;;;;;9984.5;0.0
45;3900;INTARIAN_PEPPER_ROOT;57993;11;57990;9;57989;10;58008;10;58010;10;58012;9;58001.0;0.0
45;4000;ASH_COATED_OSMIUM;9974;29;;;;;9990;11;;;;;9982.5;0.0
45;4000;INTARIAN_PEPPER_ROOT;58001;8;57999;12;;;58013;8;58016;12;;;58007.5;0.0
45;4100;ASH_COATED_OSMIUM;9978;15;9976;11;9974;13;9994;24;9997;21;9998;14;9986.5;0.0
45;4100;INTARIAN_PEPPER_ROOT;57997;8;57994;11;57993;11;58012;10;58015;8;58018;4;58005.0;0.0
45;4200;ASH_COATED_OSMIUM;9988;11;9987;12;9986;12;9998;24;10001;13;10004;22;9993.5;0.0
45;4200;INTARIAN_PEPPER_ROOT;57996;12;57994;10;57993;10;58013;12;58015;11;58016;10;58004.5;0.0
45;4300;ASH_COATED_OSMIUM;9989;14;9987;27;;;10005;13;10008;10;;;9997.0;0.0
45;4300;INTARIAN_PEPPER_ROOT;57996;8;;;;;58010;11;;;;;58003.5;0.0
45;4400;ASH_COATED_OSMIUM;9991;13;;;;;10007;15;;;;;9999.0;0.0
45;4400;INTARIAN_PEPPER_ROOT;57997;11;;;;;58010;8;;;;;58003.5;0.0
45;4500;ASH_COATED_OSMIUM;9999;12;9997;28;;;10006;11;10008;15;;;10002.5;0.0
45;4500;INTARIAN_PEPPER_ROOT;57995;8;57994;10;57992;8;58009;12;58010;11;58012;9;58002.5;0.0
45;4600;ASH_COATED_OSMIUM;9988;10;;;;;10007;15;;;;;9998.0;0.0
45;4600;INTARIAN_PEPPER_ROOT;57998;23;57995;10;;;58012;9;58014;10;;;58005.0;0.0
45;4700;ASH_COATED_OSMIUM;9986;11;9984;21;;;10005;12;10007;13;;;9995.5;0.0
45;4700;INTARIAN_PEPPER_ROOT;57997;8;57995;12;57993;11;58010;21;58012;10;58014;11;58004.0;0.0
45;4800;ASH_COATED_OSMIUM;9991;14;9989;13;;;10007;5;10008;10;;;9999.0;0.0
45;4800;INTARIAN_PEPPER_ROOT;58001;10;;;;;58014;15;;;;;58007.5;0.0
45;4900;ASH_COATED_OSMIUM;9996;14;9995;11;;;10012;12;10015;28;;;10004.0;0.0
45;4900;INTARIAN_PEPPER_ROOT;57999;11;57997;12;57996;8;58011;10;58013;11;58016;18;58005.0;0.0
45;5000;ASH_COATED_OSMIUM;9990;12;;;;;10006;10;;;;;9998.0;0.0
45;5000;INTARIAN_PEPPER_ROOT;57999;11;57998;9;;;58012;9;58014;8;;;58005.5;0.0
45;5100;ASH_COATED_OSMIUM;9996;21;9995;11;;;10014;11;10017;22;;;10005.0;0.0
45;5100;INTARIAN_PEPPER_ROOT;57998;17;57995;11;57993;12;58010;10;58013;10;58014;12;58004.0;0.0
45;5200;ASH_COATED_OSMIUM;10000;15;9998;21;;;10016;10;10017;26;;;10008.0;0.0
45;5200;INTARIAN_PEPPER_ROOT;57996;10;;;;;58012;16;;;;;58004.5;0.0
45;5300;ASH_COATED_OSMIUM;10006;23;;;;;10016;11;;;;;10011.0;0.0
45;5300;INTARIAN_PEPPER_ROOT;57997;8;57994;9;;;58009;7;58012;8;;;58003.5;0.0
45;5400;ASH_COATED_OSMIUM;10010;27;;;;;10020;10;;;;;10015.0;0.0
45;5400;INTARIAN_PEPPER_ROOT;57997;24;57994;12;57993;11;58011;9;58013;18;58015;8;58004.0;0.0
45;5500;ASH_COATED_OSMIUM;10001;10;9999;15;;;10017;12;10019;10;;;10009.0;0.0
45;5500;INTARIAN_PEPPER_ROOT;57996;11;;;;;58009;12;;;;;58003.0;0.0
45;5600;ASH_COATED_OSMIUM;9995;10;9994;15;9993;11;10013;15;10014;15;10017;15;10004.5;0.0
45;5600;INTARIAN_PEPPER_ROOT;58000;11;;;;;58011;16;;;;;58006.0;0.0
45;5700;ASH_COATED_OSMIUM;10002;15;10000;15;9999;10;10018;11;10020;12;10021;13;10010.5;0.0
45;5700;INTARIAN_PEPPER_ROOT;57999;25;;;;;58012;10;;;;;58006.0;0.0
45;5800;ASH_COATED_OSMIUM;10000;12;9997;13;;;10018;14;10021;23;;;10009.0;0.0
45;5800;INTARIAN_PEPPER_ROOT;58000;8;;;;;58011;12;;;;;58005.5;0.0
45;5900;ASH_COATED_OSMIUM;9997;10;9994;13;;;10013;11;10015;15;;;10005.0;0.0
45;5900;INTARIAN_PEPPER_ROOT;58000;10;57998;9;57995;8;58014;8;58017;11;58020;12;58007.5;0.0
45;6000;ASH_COATED_OSMIUM;9998;14;9997;15;9995;14;10014;11;10017;10;10018;13;10006.5;0.0
45;6000;INTARIAN_PEPPER_ROOT;57997;10;57994;11;57992;12;58013;10;58014;12;58017;16;58005.0;0.0
45;6100;ASH_COATED_OSMIUM;9997;12;9994;14;;;10013;11;10015;24;;;10005.5;0.0
45;6100;INTARIAN_PEPPER_ROOT;58003;8;58002;12;58000;12;58014;9;58017;16;58018;11;58009.0;0.0
45;6200;ASH_COATED_OSMIUM;9990;12;;;;;10006;13;;;;;9998.0;0.0
45;6200;INTARIAN_PEPPER_ROOT;57999;9;57996;8;;;58018;11;58020;10;;;58008.5;0.0
45;6300;ASH_COATED_OSMIUM;9992;14;;;;;10008;5;;;;;10000.5;0.0
45;6300;INTARIAN_PEPPER_ROOT;57997;11;57994;10;57993;23;58011;15;58014;10;58015;15;58004.5;0.0
45;6400;ASH_COATED_OSMIUM;9991;15;9989;11;9986;26;10007;20;10008;13;10009;15;9999.5;0.0
45;6400;INTARIAN_PEPPER_ROOT;57998;10;57997;8;;;58011;12;58013;12;;;58005.0;0.0
45;6500;ASH_COATED_OSMIUM;9990;14;9988;12;;;10006;13;10009;15;;;9998.5;0.0
45;6500;INTARIAN_PEPPER_ROOT;57999;12;57998;9;57995;11;58012;9;58015;11;58018;12;58005.5;0.0
45;6600;ASH_COATED_OSMIUM;9988;29;9987;15;9986;11;10004;10;10007;9;10008;11;9996.0;0.0
45;6600;INTARIAN_PEPPER_ROOT;58000;11;;;;;58016;11;;;;;58008.0;0.0
45;6700;ASH_COATED_OSMIUM;9990;14;;;;;10008;15;;;;;9999.0;0.0
45;6700;INTARIAN_PEPPER_ROOT;58001;18;57999;10;;;58012;11;58013;10;;;58006.5;0.0
45;6800;ASH_COATED_OSMIUM;9988;13;9986;11;;;10004;13;10005;10;;;9996.0;0.0
45;6800;INTARIAN_PEPPER_ROOT;58000;9;57998;9;;;58014;11;58016;11;;;58007.5;0.0
45;6900;ASH_COATED_OSMIUM;9989;25;9987;10;9985;10;10008;13;10010;11;10013;10;9998.5;0.0
45;6900;INTARIAN_PEPPER_ROOT;58000;11;57999;12;;;58011;12;58012;8;;;58005.5;0.0
45;7000;ASH_COATED_OSMIUM;9991;12;9989;15;;;10009;15;10011;29;;;10000.0;0.0
45;7000;INTARIAN_PEPPER_ROOT;58000;10;57998;9;;;58015;10;58017;17;;;58008.0;0.0
45;7100;ASH_COATED_OSMIUM;9985;22;9984;28;;;10001;12;10003;29;;;9993.5;0.0
45;7100;INTARIAN_PEPPER_ROOT;58000;12;57997;9;57994;11;58016;10;58018;12;58019;10;58008.0;0.0
45;7200;ASH_COATED_OSMIUM;9985;14;;;;;10001;12;;;;;9993.5;0.0
45;7200;INTARIAN_PEPPER_ROOT;58009;11;58007;12;;;58011;8;58014;9;;;58010.0;0.0
45;7300;ASH_COATED_OSMIUM;9993;10;9990;11;9988;10;10011;10;10014;14;10016;26;10002.0;0.0
45;7300;INTARIAN_PEPPER_ROOT;58001;10;58000;9;57998;9;58019;8;58021;12;58024;11;58010.0;0.0
45;7400;ASH_COATED_OSMIUM;9992;11;9990;11;;;10008;28;10009;13;;;10000.0;0.0
45;7400;INTARIAN_PEPPER_ROOT;57998;25;;;;;58013;18;;;;;58005.5;0.0
45;7500;ASH_COATED_OSMIUM;9994;13;9991;14;9988;12;10010;2;10012;13;10014;15;10002.0;0.0
45;7500;INTARIAN_PEPPER_ROOT;58000;12;57998;11;57996;15;58014;11;58016;6;58017;8;58007.5;0.0
45;7600;ASH_COATED_OSMIUM;9995;12;9994;11;;;10013;15;10015;11;;;10004.0;0.0
45;7600;INTARIAN_PEPPER_ROOT;58001;10;;;;;58017;11;;;;;58009.0;0.0
45;7700;ASH_COATED_OSMIUM;10000;12;9998;10;;;10006;14;10008;23;;;10003.5;0.0
45;7700;INTARIAN_PEPPER_ROOT;58003;10;58001;9;;;58018;23;58019;8;;;58011.0;0.0
45;7800;ASH_COATED_OSMIUM;9994;14;9992;13;9991;12;10010;13;10011;11;10014;14;10002.0;0.0
45;7800;INTARIAN_PEPPER_ROOT;58002;21;;;;;58018;9;;;;;58010.0;0.0
45;7900;ASH_COATED_OSMIUM;10000;15;;;;;10016;25;;;;;10008.0;0.0
45;7900;INTARIAN_PEPPER_ROOT;58003;10;58001;10;;;58019;8;58020;12;;;58011.0;0.0
45;8000;ASH_COATED_OSMIUM;9995;6;9992;14;;;10011;24;10013;14;;;10003.5;0.0
45;8000;INTARIAN_PEPPER_ROOT;58006;9;58003;10;58000;10;58018;23;58021;9;58023;9;58012.5;0.0
45;8100;ASH_COATED_OSMIUM;9997;15;9996;13;;;10015;30;10017;12;;;10006.5;0.0
45;8100;INTARIAN_PEPPER_ROOT;57997;10;57995;9;57994;12;58013;10;58014;11;58016;12;58005.5;0.0
45;8200;ASH_COATED_OSMIUM;9994;24;9993;12;9992;14;10013;15;10014;10;10015;12;10003.5;0.0
45;8200;INTARIAN_PEPPER_ROOT;58005;10;;;;;58016;11;;;;;58010.5;0.0
45;8300;ASH_COATED_OSMIUM;9991;29;9989;10;;;10012;12;10013;10;;;10002.0;0.0
