day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
32;0;ASH_COATED_OSMIUM;9988;15;9985;13;;;10006;13;10007;14;;;9997.5;0.0
32;0;INTARIAN_PEPPER_ROOT;44993;12;44990;25;44988;8;45006;25;45009;10;45011;12;45000.0;0.0
32;100;ASH_COATED_OSMIUM;9992;11;;;;;10008;14;;;;;10000.0;0.0
32;100;INTARIAN_PEPPER_ROOT;44993;12;44991;11;;;45009;10;45012;12;;;45001.0;0.0
32;200;ASH_COATED_OSMIUM;9992;13;9991;29;9988;10;10011;12;10012;10;10013;28;10002.0;0.0
32;200;INTARIAN_PEPPER_ROOT;44992;15;44989;10;44988;8;45006;10;45009;11;45010;19;44999.5;0.0
32;300;ASH_COATED_OSMIUM;9995;12;9992;27;9989;12;10014;8;10016;20;10019;11;10005.0;0.0
32;300;INTARIAN_PEPPER_ROOT;44998;10;44996;12;;;45010;12;45011;9;;;45004.0;0.0
32;400;ASH_COATED_OSMIUM;10000;30;9997;11;9996;12;10016;12;10017;10;10019;12;10008.0;0.0
32;400;INTARIAN_PEPPER_ROOT;44993;25;44992;12;;;45006;18;45009;9;;;44999.5;0.0
32;500;ASH_COATED_OSMIUM;9993;14;;;;;10009;11;;;;;10001.5;0.0
32;500;INTARIAN_PEPPER_ROOT;44994;10;44993;9;;;45008;18;45010;12;;;45001.0;0.0
32;600;ASH_COATED_OSMIUM;9995;11;9994;15;;;10011;13;10014;14;;;10003.5;0.0
32;600;INTARIAN_PEPPER_ROOT;44995;16;44992;10;44991;12;45008;8;45009;15;45012;8;45002.0;0.0
32;700;ASH_COATED_OSMIUM;9990;6;9989;13;;;10006;15;10009;21;;;9998.5;0.0
32;700;INTARIAN_PEPPER_ROOT;44998;18;44996;11;;;45009;8;45012;11;;;45004.0;0.0
32;800;ASH_COATED_OSMIUM;9998;26;9997;10;;;10004;11;10006;26;;;10001.0;0.0
32;800;INTARIAN_PEPPER_ROOT;44996;8;44995;9;;;45009;8;45011;12;;;45003.0;0.0
32;900;ASH_COATED_OSMIUM;9990;13;9988;14;9986;13;10006;15;10008;11;10009;13;9998.5;0.0
32;900;INTARIAN_PEPPER_ROOT;44993;8;44992;10;;;45006;10;45008;23;;;44999.5;0.0
32;1000;ASH_COATED_OSMIUM;9994;30;9993;12;9990;23;10012;12;10013;15;10016;13;10003.5;0.0
32;1000;INTARIAN_PEPPER_ROOT;44996;8;44995;18;44993;11;45009;12;45010;11;45012;9;45003.0;0.0
32;1100;ASH_COATED_OSMIUM;9998;11;9995;15;;;10014;15;10015;22;;;10006.5;0.0
32;1100;INTARIAN_PEPPER_ROOT;44996;10;44994;11;44992;11;45009;11;45012;11;45013;10;45002.5;0.0
32;1200;ASH_COATED_OSMIUM;9997;24;;;;;10013;10;;;;;10005.0;0.0
32;1200;INTARIAN_PEPPER_ROOT;44995;11;44992;23;44989;15;45007;11;45010;12;45013;17;45001.0;0.0
32;1300;ASH_COATED_OSMIUM;9991;11;9988;12;;;10010;13;10012;7;;;10001.0;0.0
32;1300;INTARIAN_PEPPER_ROOT;44995;12;;;;;45009;8;;;;;45002.5;0.0
32;1400;ASH_COATED_OSMIUM;9991;14;9988;15;9987;11;10007;12;10008;26;10011;15;9999.0;0.0
32;1400;INTARIAN_PEPPER_ROOT;44991;8;44989;10;;;45008;12;45011;12;;;44999.5;0.0
32;1500;ASH_COATED_OSMIUM;9986;29;9983;13;;;10002;13;10003;15;;;9994.5;0.0
32;1500;INTARIAN_PEPPER_ROOT;45000;12;;;;;45003;9;;;;;45002.0;0.0
32;1600;ASH_COATED_OSMIUM;9989;12;9986;14;;;10007;15;10008;10;;;9998.5;0.0
32;1600;INTARIAN_PEPPER_ROOT;44993;11;44990;15;;;45005;21;45006;8;;;44999.0;0.0
32;1700;ASH_COATED_OSMIUM;10002;12;9999;13;;;10007;14;10009;12;;;10004.5;0.0
32;1700;INTARIAN_PEPPER_ROOT;44991;9;44988;12;44987;10;45008;9;45009;12;45010;16;45000.0;0.0
32;1800;ASH_COATED_OSMIUM;9998;15;;;;;10014;30;;;;;10006.0;0.0
