timestamp;buyer;seller;symbol;currency;price;quantity
3196;;;INTARIAN_PEPPER_ROOT;XIRECS;24000.0;7
3314;;;INTARIAN_PEPPER_ROOT;XIRECS;24000.0;3
4366;;;INTARIAN_PEPPER_ROOT;XIRECS;24009.0;4
5046;;;ASH_COATED_OSMIUM;XIRECS;9987.0;7
6554;;;ASH_COATED_OSMIUM;XIRECS;10008.0;3
12881;;;INTARIAN_PEPPER_ROOT;XIRECS;24014.0;4
13226;;;ASH_COATED_OSMIUM;XIRECS;9985.0;6
13952;;;INTARIAN_PEPPER_ROOT;XIRECS;24018.0;6
14133;;;ASH_COATED_OSMIUM;XIRECS;10001.0;6
14322;;;INTARIAN_PEPPER_ROOT;XIRECS;24023.0;8
14763;;;INTARIAN_PEPPER_ROOT;XIRECS;24009.0;3
15658;;;INTARIAN_PEPPER_ROOT;XIRECS;24021.0;8
17105;;;ASH_COATED_OSMIUM;XIRECS;10003.0;7
17116;;;INTARIAN_PEPPER_ROOT;XIRECS;24022.0;4
17427;;;INTARIAN_PEPPER_ROOT;XIRECS;24025.0;3
17562;;;ASH_COATED_OSMIUM;XIRECS;9984.0;10
20576;;;ASH_COATED_OSMIUM;XIRECS;10010.0;4
22510;;;ASH_COATED_OSMIUM;XIRECS;10008.0;10
22804;;;INTARIAN_PEPPER_ROOT;XIRECS;24014.0;8
24606;;;ASH_COATED_OSMIUM;XIRECS;9990.0;5
26053;;;INTARIAN_PEPPER_ROOT;XIRECS;24031.0;5
26078;;;ASH_COATED_OSMIUM;XIRECS;10006.0;5
27979;;;INTARIAN_PEPPER_ROOT;XIRECS;24025.0;3
28074;;;INTARIAN_PEPPER_ROOT;XIRECS;24035.0;6
28481;;;INTARIAN_PEPPER_ROOT;XIRECS;24033.0;7
29028;;;ASH_COATED_OSMIUM;XIRECS;10011.0;8
31828;;;INTARIAN_PEPPER_ROOT;XIRECS;24039.0;3
31993;;;INTARIAN_PEPPER_ROOT;XIRECS;24027.0;7
32365;;;ASH_COATED_OSMIUM;XIRECS;9989.0;10
32703;;;INTARIAN_PEPPER_ROOT;XIRECS;24037.0;5
40595;;;INTARIAN_PEPPER_ROOT;XIRECS;24048.0;5
40912;;;ASH_COATED_OSMIUM;XIRECS;9988.0;4
41511;;;INTARIAN_PEPPER_ROOT;XIRECS;24036.0;5
42926;;;INTARIAN_PEPPER_ROOT;XIRECS;24036.0;6
44278;;;INTARIAN_PEPPER_ROOT;XIRECS;24037.0;7
44629;;;ASH_COATED_OSMIUM;XIRECS;9992.0;8
47272;;;ASH_COATED_OSMIUM;XIRECS;9986.0;10
48750;;;ASH_COATED_OSMIUM;XIRECS;9990.0;3
49282;;;INTARIAN_PEPPER_ROOT;XIRECS;24060.0;4
50322;;;INTARIAN_PEPPER_ROOT;XIRECS;24045.0;5
51380;;;INTARIAN_PEPPER_ROOT;XIRECS;24045.0;3
52968;;;ASH_COATED_OSMIUM;XIRECS;10007.0;9
53389;;;ASH_COATED_OSMIUM;XIRECS;10012.0;2
53949;;;ASH_COATED_OSMIUM;XIRECS;10014.0;2
54234;;;INTARIAN_PEPPER_ROOT;XIRECS;24052.0;6
56378;;;INTARIAN_PEPPER_ROOT;XIRECS;24050.0;5
58530;;;INTARIAN_PEPPER_ROOT;XIRECS;24057.0;7
58665;;;ASH_COATED_OSMIUM;XIRECS;9989.0;7
58777;;;INTARIAN_PEPPER_ROOT;XIRECS;24062.0;5
64801;;;ASH_COATED_OSMIUM;XIRECS;9989.0;6
65651;;;ASH_COATED_OSMIUM;XIRECS;9991.0;3
67508;;;ASH_COATED_OSMIUM;XIRECS;9984.0;2
69933;;;ASH_COATED_OSMIUM;XIRECS;10000.0;4
70092;;;ASH_COATED_OSMIUM;XIRECS;9989.0;5
71111;;;INTARIAN_PEPPER_ROOT;XIRECS;24083.0;3
71449;;;ASH_COATED_OSMIUM;XIRECS;10002.0;2
71934;;;INTARIAN_PEPPER_ROOT;XIRECS;24079.0;6
72308;;;INTARIAN_PEPPER_ROOT;XIRECS;24077.0;5
72778;;;INTARIAN_PEPPER_ROOT;XIRECS;24067.0;3
75545;;;ASH_COATED_OSMIUM;XIRECS;10001.0;6
75770;;;INTARIAN_PEPPER_ROOT;XIRECS;24081.0;7
76474;;;INTARIAN_PEPPER_ROOT;XIRECS;24069.0;7
78450;;;ASH_COATED_OSMIUM;XIRECS;10008.0;5
78826;;;ASH_COATED_OSMIUM;XIRECS;10003.0;6
79852;;;INTARIAN_PEPPER_ROOT;XIRECS;24074.0;4
80829;;;ASH_COATED_OSMIUM;XIRECS;9986.0;4
81562;;;ASH_COATED_OSMIUM;XIRECS;10002.0;8
84104;;;INTARIAN_PEPPER_ROOT;XIRECS;24076.0;3
84767;;;INTARIAN_PEPPER_ROOT;XIRECS;24080.0;5
87481;;;ASH_COATED_OSMIUM;XIRECS;9986.0;2
87678;;;ASH_COATED_OSMIUM;XIRECS;10003.0;4
89798;;;INTARIAN_PEPPER_ROOT;XIRECS;24084.0;3
90767;;;INTARIAN_PEPPER_ROOT;XIRECS;24095.0;5
92262;;;ASH_COATED_OSMIUM;XIRECS;10005.0;10
92811;;;ASH_COATED_OSMIUM;XIRECS;10000.0;5
97888;;;ASH_COATED_OSMIUM;XIRECS;9989.0;10
99797;;;INTARIAN_PEPPER_ROOT;XIRECS;24106.0;7
100842;;;INTARIAN_PEPPER_ROOT;XIRECS;24110.0;5
100994;;;INTARIAN_PEPPER_ROOT;XIRECS;24097.0;4
102591;;;ASH_COATED_OSMIUM;XIRECS;10012.0;6
107915;;;INTARIAN_PEPPER_ROOT;XIRECS;24111.0;4
108963;;;INTARIAN_PEPPER_ROOT;XIRECS;24117.0;4
108966;;;INTARIAN_PEPPER_ROOT;XIRECS;24103.0;5
114599;;;ASH_COATED_OSMIUM;XIRECS;9986.0;6
115007;;;ASH_COATED_OSMIUM;XIRECS;10009.0;6
118730;;;INTARIAN_PEPPER_ROOT;XIRECS;24110.0;3
119106;;;ASH_COATED_OSMIUM;XIRECS;10010.0;3
119276;;;INTARIAN_PEPPER_ROOT;XIRECS;24112.0;6
120187;;;INTARIAN_PEPPER_ROOT;XIRECS;24111.0;3
120603;;;ASH_COATED_OSMIUM;XIRECS;10012.0;10
124875;;;ASH_COATED_OSMIUM;XIRECS;10010.0;6
125326;;;INTARIAN_PEPPER_ROOT;XIRECS;24124.0;6
126845;;;INTARIAN_PEPPER_ROOT;XIRECS;24119.0;6
131220;;;INTARIAN_PEPPER_ROOT;XIRECS;24138.0;6
131867;;;INTARIAN_PEPPER_ROOT;XIRECS;24129.0;4
136067;;;INTARIAN_PEPPER_ROOT;XIRECS;24129.0;3
136629;;;ASH_COATED_OSMIUM;XIRECS;9997.0;8
137030;;;ASH_COATED_OSMIUM;XIRECS;10001.0;7
137746;;;ASH_COATED_OSMIUM;XIRECS;9991.0;3
140171;;;INTARIAN_PEPPER_ROOT;XIRECS;24148.0;4
140746;;;ASH_COATED_OSMIUM;XIRECS;10007.0;6
141533;;;ASH_COATED_OSMIUM;XIRECS;9995.0;7
142955;;;ASH_COATED_OSMIUM;XIRECS;10015.0;2
143000;;;ASH_COATED_OSMIUM;XIRECS;9992.0;5
