day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
40;0;ASH_COATED_OSMIUM;9995;12;;;;;10011;11;;;;;10003.0;0.0
40;0;INTARIAN_PEPPER_ROOT;52991;10;52990;21;;;53007;12;53010;12;;;52999.5;0.0
40;100;ASH_COATED_OSMIUM;9991;13;;;;;10007;10;;;;;9999.0;0.0
40;100;INTARIAN_PEPPER_ROOT;52995;10;52993;10;52990;9;53009;12;53011;8;53014;21;53002.5;0.0
40;200;ASH_COATED_OSMIUM;9989;14;9988;22;;;10010;10;10012;14;;;9999.5;0.0
40;200;INTARIAN_PEPPER_ROOT;52992;12;52991;8;;;53004;8;53005;10;;;52998.0;0.0
40;300;ASH_COATED_OSMIUM;9988;11;9985;24;;;10000;20;10002;11;;;9994.5;0.0
40;300;INTARIAN_PEPPER_ROOT;52988;11;;;;;53000;12;;;;;52994.5;0.0
40;400;ASH_COATED_OSMIUM;9988;12;;;;;10004;13;;;;;9996.5;0.0
40;400;INTARIAN_PEPPER_ROOT;52995;10;52993;11;;;53007;12;53008;18;;;53001.5;0.0
40;500;ASH_COATED_OSMIUM;9989;12;;;;;10005;20;;;;;9997.5;0.0
40;500;INTARIAN_PEPPER_ROOT;52996;10;52995;12;;;53008;8;53010;10;;;53002.0;0.0
40;600;ASH_COATED_OSMIUM;9993;13;9992;12;;;10009;15;10012;28;;;10001.5;0.0
40;600;INTARIAN_PEPPER_ROOT;52992;9;52991;8;;;53007;10;53009;11;;;53000.0;0.0
40;700;ASH_COATED_OSMIUM;9991;12;9989;11;9988;13;10007;12;10009;15;10010;11;9999.5;0.0
40;700;INTARIAN_PEPPER_ROOT;52993;12;52991;11;52990;10;53006;12;53009;9;53012;8;53000.0;0.0
40;800;ASH_COATED_OSMIUM;9989;13;9987;11;;;10005;10;10008;14;;;9997.0;0.0
40;800;INTARIAN_PEPPER_ROOT;52995;11;52992;11;52991;8;53008;10;53009;23;53011;19;53002.0;0.0
40;900;ASH_COATED_OSMIUM;9985;29;;;;;10001;10;;;;;9993.0;0.0
40;900;INTARIAN_PEPPER_ROOT;52995;12;52992;10;;;53007;9;53008;8;;;53001.5;0.0
40;1000;ASH_COATED_OSMIUM;9991;15;9988;4;;;10007;13;10008;13;;;9999.5;0.0
40;1000;INTARIAN_PEPPER_ROOT;52992;23;52991;10;52988;11;53006;21;53007;12;53008;10;52999.0;0.0
40;1100;ASH_COATED_OSMIUM;9990;14;9987;25;;;10009;14;10010;14;;;10000.0;0.0
40;1100;INTARIAN_PEPPER_ROOT;52994;10;52993;11;;;53010;10;53012;10;;;53002.0;0.0
40;1200;ASH_COATED_OSMIUM;9993;26;9992;10;;;10009;15;10011;14;;;10001.0;0.0
40;1200;INTARIAN_PEPPER_ROOT;52990;12;52987;10;;;53004;9;53007;9;;;52997.0;0.0
40;1300;ASH_COATED_OSMIUM;9999;2;;;;;10012;10;;;;;10006.0;0.0
40;1300;INTARIAN_PEPPER_ROOT;52994;8;;;;;53007;23;;;;;53000.5;0.0
40;1400;ASH_COATED_OSMIUM;9992;12;9989;22;9987;13;10011;25;10014;10;10015;13;10002.0;0.0
40;1400;INTARIAN_PEPPER_ROOT;52994;8;52992;9;;;53011;9;53014;11;;;53003.0;0.0
40;1500;ASH_COATED_OSMIUM;9990;11;9988;15;9986;12;10006;11;10009;10;10010;15;9998.5;0.0
40;1500;INTARIAN_PEPPER_ROOT;52997;10;52995;23;;;53009;12;53012;10;;;53003.0;0.0
40;1600;ASH_COATED_OSMIUM;9990;15;9988;14;;;10006;15;10008;20;;;9998.5;0.0
40;1600;INTARIAN_PEPPER_ROOT;52996;11;52994;9;52991;8;53008;25;53009;18;53011;8;53002.5;0.0
40;1700;ASH_COATED_OSMIUM;9993;21;9991;15;9990;15;10009;23;10012;10;10013;13;10001.0;0.0
40;1700;INTARIAN_PEPPER_ROOT;52994;11;52992;9;52989;11;53008;10;53010;8;53012;8;53001.5;0.0
40;1800;ASH_COATED_OSMIUM;9996;11;9995;12;9994;15;10012;13;10014;12;10016;11;10004.5;0.0
40;1800;INTARIAN_PEPPER_ROOT;52998;12;52997;9;52995;9;53009;9;53011;9;53014;8;53003.5;0.0
40;1900;ASH_COATED_OSMIUM;9995;14;9994;15;;;10011;20;10013;15;;;10003.5;0.0
40;1900;INTARIAN_PEPPER_ROOT;52997;8;52995;9;52993;11;53010;11;53013;8;53015;24;53003.5;0.0
40;2000;ASH_COATED_OSMIUM;9998;13;9997;10;;;10010;10;10011;15;;;10004.0;0.0
40;2000;INTARIAN_PEPPER_ROOT;52994;12;;;;;53009;9;;;;;53002.0;0.0
40;2100;ASH_COATED_OSMIUM;9992;14;;;;;10011;5;;;;;10002.0;0.0
40;2100;INTARIAN_PEPPER_ROOT;53002;10;;;;;53008;8;;;;;53005.0;0.0
40;2200;ASH_COATED_OSMIUM;9993;14;9990;11;9988;15;10009;10;10012;12;10013;7;10001.0;0.0
40;2200;INTARIAN_PEPPER_ROOT;52993;11;52991;11;;;53007;9;53009;20;;;53000.5;0.0
40;2300;ASH_COATED_OSMIUM;9999;11;9996;14;;;10015;15;10017;14;;;10007.5;0.0
40;2300;INTARIAN_PEPPER_ROOT;52994;7;52993;11;52991;9;53008;8;53009;8;53010;8;53001.0;0.0
40;2400;ASH_COATED_OSMIUM;9998;15;;;;;10014;13;;;;;10006.0;0.0
40;2400;INTARIAN_PEPPER_ROOT;52994;11;52991;10;52989;12;53007;11;53009;23;53012;11;53000.5;0.0
40;2500;ASH_COATED_OSMIUM;10000;12;9998;20;;;10016;12;10017;27;;;10008.0;0.0
40;2500;INTARIAN_PEPPER_ROOT;53000;10;;;;;53013;8;;;;;53007.0;0.0
40;2600;ASH_COATED_OSMIUM;9995;26;9993;13;9991;9;10013;12;10016;13;10019;15;10004.0;0.0
40;2600;INTARIAN_PEPPER_ROOT;53002;15;;;;;53015;8;;;;;53009.0;0.0
40;2700;ASH_COATED_OSMIUM;9990;11;;;;;10006;26;;;;;9998.5;0.0
40;2700;INTARIAN_PEPPER_ROOT;52997;16;;;;;53008;9;;;;;53002.5;0.0
40;2800;ASH_COATED_OSMIUM;9989;11;9986;13;9985;3;10005;26;10007;13;10009;12;9997.0;0.0
40;2800;INTARIAN_PEPPER_ROOT;52995;8;;;;;53009;12;;;;;53002.0;0.0
40;2900;ASH_COATED_OSMIUM;9992;14;9990;10;;;10008;14;10010;14;;;10000.5;0.0
40;2900;INTARIAN_PEPPER_ROOT;52995;12;52993;9;;;53013;8;53015;11;;;53004.5;0.0
40;3000;ASH_COATED_OSMIUM;9993;15;;;;;10012;11;;;;;10003.0;0.0
40;3000;INTARIAN_PEPPER_ROOT;52994;10;;;;;53009;9;;;;;53001.5;0.0
40;3100;ASH_COATED_OSMIUM;9995;11;9994;15;;;10011;10;10014;14;;;10003.5;0.0
40;3100;INTARIAN_PEPPER_ROOT;52996;12;52993;8;;;53009;25;53010;10;;;53003.0;0.0
40;3200;ASH_COATED_OSMIUM;9996;14;9994;11;9992;15;10012;12;10015;14;10016;10;10004.0;0.0
40;3200;INTARIAN_PEPPER_ROOT;52994;16;52992;8;52991;11;53005;5;53006;9;53008;11;52999.5;0.0
40;3300;ASH_COATED_OSMIUM;9995;10;9993;13;;;10014;13;10015;3;;;10005.0;0.0
40;3300;INTARIAN_PEPPER_ROOT;53001;8;53000;11;;;53015;8;53018;12;;;53008.0;0.0
40;3400;ASH_COATED_OSMIUM;9998;12;9997;28;;;10014;14;10015;11;;;10006.0;0.0
40;3400;INTARIAN_PEPPER_ROOT;52997;11;52994;10;;;53010;15;53011;8;;;53004.0;0.0
40;3500;ASH_COATED_OSMIUM;9989;12;9986;14;;;10005;10;10006;13;;;9997.5;0.0
40;3500;INTARIAN_PEPPER_ROOT;52996;12;52993;11;;;53012;12;53015;9;;;53004.5;0.0
40;3600;ASH_COATED_OSMIUM;9985;13;;;;;10001;27;;;;;9993.0;0.0
40;3600;INTARIAN_PEPPER_ROOT;52992;17;52990;10;52987;23;53004;9;53006;8;53007;9;52998.5;0.0
40;3700;ASH_COATED_OSMIUM;9983;12;9980;12;;;10002;22;10005;12;;;9992.5;0.0
40;3700;INTARIAN_PEPPER_ROOT;52998;24;;;;;53011;9;;;;;53005.0;0.0
40;3800;ASH_COATED_OSMIUM;9981;10;9980;4;;;9999;15;10002;27;;;9990.5;0.0
40;3800;INTARIAN_PEPPER_ROOT;52995;15;52992;12;52990;11;53008;9;53011;12;53012;9;53002.0;0.0
40;3900;ASH_COATED_OSMIUM;9987;13;9985;28;;;9998;13;10000;15;;;9992.5;0.0
40;3900;INTARIAN_PEPPER_ROOT;52998;12;52996;11;;;53011;19;53013;11;;;53004.5;0.0
40;4000;ASH_COATED_OSMIUM;9982;13;9980;10;9978;10;10000;26;10001;11;10002;14;9991.0;0.0
40;4000;INTARIAN_PEPPER_ROOT;52997;9;52996;9;;;53014;10;53017;9;;;53005.5;0.0
40;4100;ASH_COATED_OSMIUM;9983;13;;;;;9999;12;;;;;9991.0;0.0
40;4100;INTARIAN_PEPPER_ROOT;52996;18;;;;;53009;10;;;;;53002.5;0.0
40;4200;ASH_COATED_OSMIUM;9988;14;;;;;10007;12;;;;;9997.5;0.0
40;4200;INTARIAN_PEPPER_ROOT;52999;12;52997;9;52995;19;53012;17;53015;9;53017;10;53006.0;0.0
40;4300;ASH_COATED_OSMIUM;9988;25;9986;15;;;10004;5;10006;14;;;9996.5;0.0
40;4300;INTARIAN_PEPPER_ROOT;53002;11;53001;9;;;53015;9;53016;11;;;53009.0;0.0
40;4400;ASH_COATED_OSMIUM;9986;14;;;;;10002;13;;;;;9994.5;0.0
40;4400;INTARIAN_PEPPER_ROOT;52996;10;52994;12;52992;9;53010;25;53012;8;53014;9;53003.0;0.0
40;4500;ASH_COATED_OSMIUM;9988;10;9987;12;;;10004;30;10007;12;;;9996.5;0.0
40;4500;INTARIAN_PEPPER_ROOT;52999;22;52998;19;;;53011;10;53013;16;;;53005.5;0.0
40;4600;ASH_COATED_OSMIUM;9988;21;9985;14;;;10004;12;10005;4;;;9996.5;0.0
40;4600;INTARIAN_PEPPER_ROOT;52996;11;52993;12;;;53009;9;53012;9;;;53002.5;0.0
40;4700;ASH_COATED_OSMIUM;9992;28;9989;10;;;10008;10;10010;10;;;10000.0;0.0
40;4700;INTARIAN_PEPPER_ROOT;53002;8;53001;20;52999;20;53015;12;53016;8;53018;12;53008.5;0.0
40;4800;ASH_COATED_OSMIUM;9988;14;9987;15;;;10006;12;10009;11;;;9997.5;0.0
