day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
22;0;ASH_COATED_OSMIUM;9998;25;;;;;10017;12;;;;;10007.5;0.0
22;0;INTARIAN_PEPPER_ROOT;34992;12;34990;9;;;35006;9;35008;10;;;34999.5;0.0
22;100;ASH_COATED_OSMIUM;9997;14;9996;10;9994;14;10016;15;10019;13;10022;12;10006.5;0.0
22;100;INTARIAN_PEPPER_ROOT;34990;18;34988;9;34986;12;35007;11;35009;25;35012;10;34998.5;0.0
22;200;ASH_COATED_OSMIUM;9994;11;9993;12;;;10010;4;10011;10;;;10002.5;0.0
22;200;INTARIAN_PEPPER_ROOT;34991;12;;;;;35004;10;;;;;34997.5;0.0
22;300;ASH_COATED_OSMIUM;9988;14;;;;;10007;26;;;;;9997.5;0.0
22;300;INTARIAN_PEPPER_ROOT;34992;10;;;;;35003;12;;;;;34998.0;0.0
22;400;ASH_COATED_OSMIUM;9988;15;9987;14;;;10004;10;10007;15;;;9996.0;0.0
22;400;INTARIAN_PEPPER_ROOT;34990;12;34988;12;34987;12;35003;9;35006;15;35009;10;34996.5;0.0
22;500;ASH_COATED_OSMIUM;9984;30;9983;3;;;10003;2;10005;15;;;9994.0;0.0
22;500;INTARIAN_PEPPER_ROOT;34991;8;;;;;35005;10;;;;;34998.0;0.0
22;600;ASH_COATED_OSMIUM;9986;13;;;;;10002;11;;;;;9994.5;0.0
22;600;INTARIAN_PEPPER_ROOT;34999;21;;;;;35012;7;;;;;35006.0;0.0
22;700;ASH_COATED_OSMIUM;9991;21;9990;11;9989;14;10009;12;10011;10;10013;12;10000.5;0.0
22;700;INTARIAN_PEPPER_ROOT;34999;8;34998;11;;;35011;10;35012;20;;;35005.0;0.0
22;800;ASH_COATED_OSMIUM;9999;10;9998;13;;;10015;11;10018;10;;;10007.0;0.0
22;800;INTARIAN_PEPPER_ROOT;34993;12;34990;8;;;35007;8;35010;11;;;35000.0;0.0
22;900;ASH_COATED_OSMIUM;9993;11;9992;27;;;10009;13;10011;11;;;10001.5;0.0
22;900;INTARIAN_PEPPER_ROOT;34994;9;;;;;35011;12;;;;;35003.0;0.0
22;1000;ASH_COATED_OSMIUM;9990;15;9987;12;;;10006;10;10007;11;;;9998.5;0.0
22;1000;INTARIAN_PEPPER_ROOT;34993;8;34991;12;;;35009;9;35012;9;;;35001.5;0.0
22;1100;ASH_COATED_OSMIUM;9989;12;;;;;10005;27;;;;;9997.0;0.0
22;1100;INTARIAN_PEPPER_ROOT;34996;11;34993;9;34992;11;35007;6;35008;11;35010;10;35001.5;0.0
22;1200;ASH_COATED_OSMIUM;9986;11;;;;;10004;14;;;;;9995.5;0.0
22;1200;INTARIAN_PEPPER_ROOT;34997;8;34994;9;;;35009;8;35010;8;;;35003.5;0.0
22;1300;ASH_COATED_OSMIUM;9983;12;9982;10;;;10001;14;10002;6;;;9992.0;0.0
22;1300;INTARIAN_PEPPER_ROOT;34996;12;34995;11;;;35013;15;35014;8;;;35004.5;0.0
22;1400;ASH_COATED_OSMIUM;9987;11;9984;13;9982;6;10006;14;10009;11;10011;13;9996.5;0.0
22;1400;INTARIAN_PEPPER_ROOT;34993;12;;;;;35007;17;;;;;35000.5;0.0
22;1500;ASH_COATED_OSMIUM;9989;12;;;;;10000;10;;;;;9994.5;0.0
22;1500;INTARIAN_PEPPER_ROOT;34997;24;;;;;35008;10;;;;;35003.0;0.0
22;1600;ASH_COATED_OSMIUM;9987;10;;;;;10006;15;;;;;9996.5;0.0
22;1600;INTARIAN_PEPPER_ROOT;34996;9;34995;10;;;35008;9;35009;11;;;35002.5;0.0
22;1700;ASH_COATED_OSMIUM;9991;15;;;;;10007;4;;;;;9999.0;0.0
22;1700;INTARIAN_PEPPER_ROOT;34996;9;34995;9;34992;11;35009;10;35011;8;35014;12;35002.5;0.0
22;1800;ASH_COATED_OSMIUM;9992;14;;;;;10008;11;;;;;10000.0;0.0
22;1800;INTARIAN_PEPPER_ROOT;34994;12;34993;15;34992;24;35011;10;35013;8;35015;17;35002.5;0.0
22;1900;ASH_COATED_OSMIUM;9993;27;9991;15;;;10012;10;10015;14;;;10002.5;0.0
22;1900;INTARIAN_PEPPER_ROOT;34998;22;;;;;35011;8;;;;;35004.5;0.0
22;2000;ASH_COATED_OSMIUM;9987;15;;;;;10003;12;;;;;9995.0;0.0
22;2000;INTARIAN_PEPPER_ROOT;34995;12;;;;;35007;12;;;;;35001.5;0.0
22;2100;ASH_COATED_OSMIUM;9990;10;;;;;10006;14;;;;;9998.0;0.0
22;2100;INTARIAN_PEPPER_ROOT;34997;21;;;;;35009;10;;;;;35003.5;0.0
22;2200;ASH_COATED_OSMIUM;9989;11;9988;15;;;10005;10;10008;11;;;9997.5;0.0
22;2200;INTARIAN_PEPPER_ROOT;34994;9;34993;22;;;35007;11;35010;10;;;35001.0;0.0
22;2300;ASH_COATED_OSMIUM;9991;14;;;;;10007;27;;;;;9999.0;0.0
22;2300;INTARIAN_PEPPER_ROOT;34996;8;34993;8;;;35010;8;35011;12;;;35003.0;0.0
22;2400;ASH_COATED_OSMIUM;9990;21;;;;;10006;12;;;;;9998.0;0.0
22;2400;INTARIAN_PEPPER_ROOT;34993;11;34990;8;34987;9;35007;12;35010;8;35012;10;35000.0;0.0
22;2500;ASH_COATED_OSMIUM;9990;12;;;;;10006;13;;;;;9998.0;0.0
22;2500;INTARIAN_PEPPER_ROOT;34996;9;34993;11;34990;19;35010;11;35011;10;35014;9;35003.0;0.0
22;2600;ASH_COATED_OSMIUM;9989;11;9987;12;9986;14;10005;14;10008;13;10011;12;9997.0;0.0
22;2600;INTARIAN_PEPPER_ROOT;34998;9;34996;10;34993;8;35011;11;35012;12;35014;18;35004.5;0.0
22;2700;ASH_COATED_OSMIUM;9989;14;;;;;10008;13;;;;;9999.0;0.0
22;2700;INTARIAN_PEPPER_ROOT;34996;12;;;;;35009;9;;;;;35002.5;0.0
22;2800;ASH_COATED_OSMIUM;9991;10;9989;12;9986;13;10010;12;10011;10;10014;11;10001.0;0.0
22;2800;INTARIAN_PEPPER_ROOT;34992;10;34989;11;34988;12;35012;23;35015;8;35017;8;35002.0;0.0
22;2900;ASH_COATED_OSMIUM;9989;10;9988;15;;;10005;12;10008;12;;;9997.0;0.0
22;2900;INTARIAN_PEPPER_ROOT;34996;12;34994;10;;;35010;17;35011;25;;;35003.5;0.0
22;3000;ASH_COATED_OSMIUM;9984;11;9983;10;;;10003;11;10006;12;;;9993.5;0.0
22;3000;INTARIAN_PEPPER_ROOT;34996;8;;;;;35009;8;;;;;35002.5;0.0
22;3100;ASH_COATED_OSMIUM;9989;13;;;;;10005;13;;;;;9997.5;0.0
22;3100;INTARIAN_PEPPER_ROOT;35000;12;34999;9;;;35013;10;35015;11;;;35006.5;0.0
22;3200;ASH_COATED_OSMIUM;9998;13;;;;;10010;15;;;;;10004.0;0.0
22;3200;INTARIAN_PEPPER_ROOT;34997;12;;;;;35009;11;;;;;35003.0;0.0
22;3300;ASH_COATED_OSMIUM;9997;20;;;;;10013;11;;;;;10005.0;0.0
22;3300;INTARIAN_PEPPER_ROOT;34995;11;34994;8;34991;9;35008;9;35010;10;35011;21;35002.0;0.0
22;3400;ASH_COATED_OSMIUM;9994;15;;;;;10010;13;;;;;10002.5;0.0
22;3400;INTARIAN_PEPPER_ROOT;34998;8;;;;;35011;12;;;;;35004.5;0.0
22;3500;ASH_COATED_OSMIUM;9994;14;9991;11;9990;4;10010;14;10011;11;10012;13;10002.5;0.0
22;3500;INTARIAN_PEPPER_ROOT;34998;9;;;;;35010;9;;;;;35004.0;0.0
22;3600;ASH_COATED_OSMIUM;9992;12;;;;;10008;10;;;;;10000.0;0.0
22;3600;INTARIAN_PEPPER_ROOT;34995;11;34992;11;;;35009;21;35011;11;;;35002.0;0.0
22;3700;ASH_COATED_OSMIUM;9995;10;9992;26;;;10011;11;10014;10;;;10003.0;0.0
22;3700;INTARIAN_PEPPER_ROOT;34999;10;34998;12;34996;9;35013;12;35014;11;35017;10;35006.0;0.0
22;3800;ASH_COATED_OSMIUM;9989;26;9988;10;;;10007;11;10010;12;;;9998.0;0.0
22;3800;INTARIAN_PEPPER_ROOT;34995;10;34994;10;;;35008;10;35011;25;;;35001.5;0.0
22;3900;ASH_COATED_OSMIUM;9986;5;;;;;10002;14;;;;;9994.0;0.0
22;3900;INTARIAN_PEPPER_ROOT;34996;10;34994;9;34992;3;35013;20;35016;8;35017;11;35004.5;0.0
22;4000;ASH_COATED_OSMIUM;9986;10;9983;12;9980;10;10002;10;10004;15;10006;13;9994.5;0.0
22;4000;INTARIAN_PEPPER_ROOT;35003;9;35000;10;;;35014;12;35017;20;;;35009.0;0.0
22;4100;ASH_COATED_OSMIUM;9990;13;;;;;10006;13;;;;;9998.0;0.0
22;4100;INTARIAN_PEPPER_ROOT;34997;24;34994;9;;;35010;18;35011;11;;;35004.0;0.0
22;4200;ASH_COATED_OSMIUM;9991;14;;;;;10007;10;;;;;9999.0;0.0
22;4200;INTARIAN_PEPPER_ROOT;35000;11;;;;;35014;25;;;;;35007.0;0.0
22;4300;ASH_COATED_OSMIUM;9990;14;;;;;10009;14;;;;;9999.5;0.0
22;4300;INTARIAN_PEPPER_ROOT;34997;22;34995;9;;;35011;12;35013;12;;;35004.5;0.0
22;4400;ASH_COATED_OSMIUM;9990;14;;;;;10006;13;;;;;9998.5;0.0
22;4400;INTARIAN_PEPPER_ROOT;34998;10;34996;9;;;35009;11;35012;10;;;35004.0;0.0
22;4500;ASH_COATED_OSMIUM;9993;13;9991;23;9988;24;10012;14;10015;12;10017;10;10003.0;0.0
22;4500;INTARIAN_PEPPER_ROOT;35001;17;;;;;35013;20;;;;;35007.5;0.0
