day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
31;0;ASH_COATED_OSMIUM;9997;13;;;;;10016;9;;;;;10006.5;0.0
31;0;INTARIAN_PEPPER_ROOT;43991;12;;;;;44003;11;;;;;43997.0;0.0
31;100;ASH_COATED_OSMIUM;10000;15;;;;;10016;10;;;;;10008.0;0.0
31;100;INTARIAN_PEPPER_ROOT;43992;9;43990;10;;;44005;22;44006;5;;;43998.5;0.0
31;200;ASH_COATED_OSMIUM;9995;14;9992;12;;;10016;10;10019;14;;;10006.0;0.0
31;200;INTARIAN_PEPPER_ROOT;43994;10;;;;;44007;8;;;;;44001.0;0.0
31;300;ASH_COATED_OSMIUM;10002;14;9999;12;;;10011;30;10013;26;;;10007.0;0.0
31;300;INTARIAN_PEPPER_ROOT;43993;11;43991;10;;;44004;10;44005;19;;;43999.0;0.0
31;400;ASH_COATED_OSMIUM;9998;13;9996;11;;;10019;26;10021;10;;;10009.0;0.0
31;400;INTARIAN_PEPPER_ROOT;43992;11;;;;;44003;11;;;;;43997.5;0.0
31;500;ASH_COATED_OSMIUM;10000;14;;;;;10016;3;;;;;10008.5;0.0
31;500;INTARIAN_PEPPER_ROOT;43994;19;43992;12;43991;9;44007;17;44009;8;44012;24;44000.5;0.0
31;600;ASH_COATED_OSMIUM;10002;14;10000;14;9997;15;10018;15;10020;10;10023;14;10010.5;0.0
31;600;INTARIAN_PEPPER_ROOT;43992;12;43990;24;43987;8;44006;18;44007;8;44008;8;43999.5;0.0
31;700;ASH_COATED_OSMIUM;10000;13;;;;;10010;20;;;;;10005.0;0.0
31;700;INTARIAN_PEPPER_ROOT;43998;11;43997;21;43996;8;44011;9;44014;10;44016;12;44004.5;0.0
31;800;ASH_COATED_OSMIUM;9999;10;9997;15;;;10015;15;10017;10;;;10007.0;0.0
31;800;INTARIAN_PEPPER_ROOT;43993;16;;;;;44009;11;;;;;44001.5;0.0
31;900;ASH_COATED_OSMIUM;9997;12;;;;;10013;27;;;;;10005.0;0.0
31;900;INTARIAN_PEPPER_ROOT;43992;8;43990;11;;;44005;11;44006;8;;;43999.0;0.0
31;1000;ASH_COATED_OSMIUM;9993;11;;;;;10009;10;;;;;10001.0;0.0
31;1000;INTARIAN_PEPPER_ROOT;43994;11;43993;22;43990;10;44007;9;44008;9;44011;10;44001.0;0.0
31;1100;ASH_COATED_OSMIUM;9991;11;;;;;10007;14;;;;;9999.0;0.0
31;1100;INTARIAN_PEPPER_ROOT;43995;10;43992;8;;;44009;9;44012;11;;;44002.5;0.0
31;1200;ASH_COATED_OSMIUM;9992;15;9991;14;;;10008;13;10011;12;;;10000.5;0.0
31;1200;INTARIAN_PEPPER_ROOT;43992;11;;;;;44004;17;;;;;43998.0;0.0
31;1300;ASH_COATED_OSMIUM;9991;15;9989;14;;;10007;10;10009;15;;;9999.0;0.0
31;1300;INTARIAN_PEPPER_ROOT;43998;25;43995;8;43992;8;44012;21;44014;9;44017;22;44005.5;0.0
31;1400;ASH_COATED_OSMIUM;9991;25;9989;14;;;10010;11;10013;11;;;10001.0;0.0
31;1400;INTARIAN_PEPPER_ROOT;43998;10;43997;9;;;44009;25;44012;10;;;44003.5;0.0
31;1500;ASH_COATED_OSMIUM;9998;14;9997;11;;;10014;14;10016;4;;;10006.5;0.0
31;1500;INTARIAN_PEPPER_ROOT;43992;10;43989;11;;;44008;8;44009;9;;;44000.0;0.0
31;1600;ASH_COATED_OSMIUM;9998;12;;;;;10016;11;;;;;10007.0;0.0
